dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,epoch,character
0.35813352,-0.04732554,-0.39306715,-0.13666493,-0.35335416,-0.39852312,0.37298486,0.32565576,-0.2276667,0.5217493,0.085599944,0.83327913,0.16591063,-0.2677669,-0.67425805,0.73800075,0.75258493,-0.45476592,-0.25259435,-0.45413843,0,I
0.31027868,-0.2175427,-0.09681559,-0.10840691,-0.27387962,0.52049816,-0.11914926,0.08056105,0.024980506,0.3935721,0.9803987,-0.6289441,-0.34995273,0.82970744,-0.39600664,-0.3209667,-0.009140865,0.24749216,-0.23003529,-0.8783009,0,W
0.5634839,0.33691895,-0.36099437,-0.3904157,-0.017748319,-0.018076127,-0.15738463,0.49844393,0.6201264,0.18620324,-0.17403121,0.09127508,-0.020016128,0.34875196,0.23743656,-0.15135685,-0.86892027,-0.66194767,1.0490446,-0.24396835,0,D
0.055010054,0.102258794,0.13027833,0.23055352,0.21227655,0.38575053,0.64974046,0.3532303,0.1798209,-0.53389245,1.1548631,-0.27543002,-0.43598822,-0.09501916,-0.29179525,0.12969461,-0.2870274,-0.56101,0.84663206,0.1834678,0,R
0.57198906,0.6866369,0.32653278,0.17677875,0.45200247,0.52716213,0.5326223,0.20545721,0.47029316,0.41942018,-0.43700343,-0.001655079,-0.416808,0.734344,-0.08300992,-0.20446976,0.28820243,0.5503739,-0.18719152,-0.69614184,0,F
-0.1202471,-0.09418892,0.64726365,0.35459274,-0.072198674,-0.53470653,0.20322601,0.44468796,-0.70150346,-0.47422385,-0.1854243,0.18831849,-0.42720264,0.72617674,-0.07630947,-0.030390989,-0.095177546,0.6753865,-0.6981116,0.66769904,0,L
0.44406527,0.012017782,-0.5792207,-0.58953494,0.5757569,0.5020285,0.71437883,0.8146626,0.48353148,-0.22479568,0.24699421,-0.5849342,-0.4914324,0.22057423,-0.21238862,0.23896085,0.44761375,-0.1243491,-0.25763667,-0.0038166647,0,G
0.46462634,-0.4508343,0.31733721,-0.084389545,0.23688146,-0.9351837,-0.40227064,0.40121928,-0.20905943,-0.14960958,-0.12822193,0.5072129,-0.98446226,-0.05025513,-0.2754322,-0.0039497116,-0.46692166,0.41674125,-0.54629403,-0.37692857,0,J
-0.29662493,0.32271183,-0.9288006,0.055350654,-0.14007346,0.04418413,-0.63938856,-0.6463792,-0.07216423,0.6447989,0.11276278,0.32436264,-0.679017,0.63161975,-0.3001273,0.09302659,-0.3094795,-0.6189291,-0.3357546,-0.06870039,0,2
-0.23811433,0.22460394,0.12595776,0.037387077,-0.15866582,0.34901932,0.39884213,0.075683646,-0.17692696,1.0212855,-0.43192518,0.661401,0.16009551,-0.20428585,-0.30647787,-0.24098898,0.19593725,-0.76666385,0.053158406,-1.0085148,0,N
0.2995852,-0.30118942,0.28692117,-0.59199655,-0.5340903,-0.011826426,-0.2574335,0.55770695,-0.46901572,-0.021497376,-0.024608823,0.6290414,-0.6507378,-0.20017146,-0.029475974,1.07724,0.2930564,-0.20317551,0.57562387,0.15480164,0,5
0.104046255,-0.16260624,0.7471117,0.78530866,0.13186276,-0.26730898,-0.6063783,-0.032217056,-0.49851102,0.46759233,-0.4530573,0.36566624,-0.9606546,-0.06033268,-0.51675385,0.0715185,0.24472307,-0.18453273,0.47335216,-0.08657079,0,j
-0.2327396,-0.72514933,0.13937199,0.57079244,-0.29292032,-0.51609653,0.7538158,-0.26976255,0.16899757,-0.4783682,0.42460418,-0.08406671,0.3880542,-0.021271525,-0.48574936,-0.23392025,0.85668194,-0.2975761,0.5056812,-0.3419989,0,9
0.4015367,0.021286123,0.38816047,-0.34484297,0.33158267,-0.6182645,-0.24662676,0.1549029,0.12727292,-0.16167551,-0.14992371,-0.03335713,0.4012785,0.18866041,0.5281574,-0.24458943,1.3017399,0.7919649,-0.15721309,-0.20962407,0,E
0.29479486,0.35609862,0.883263,-0.4999088,0.48950207,0.15510614,-0.6060243,-0.47023687,-0.28085035,-0.19918734,-0.5833441,0.78139746,0.54425025,-0.24365474,-0.09546034,0.13852029,0.10864406,-0.5769139,0.24055961,-0.2199217,0,O
0.21587625,-0.019235862,-0.25299466,0.46556103,0.6754753,-0.592981,-0.10674986,0.093140714,-0.253906,-0.6892903,-0.09620706,0.732614,0.10772152,-0.8865089,-0.21360739,-0.70839447,0.5072829,0.29967284,0.023060473,-0.25713286,0,q
0.07811068,-0.2868624,0.023496434,-0.45200127,1.2434783,0.31213608,0.15679573,-0.10998003,0.2972205,0.0916246,0.8154877,0.5792116,0.03296796,0.49761426,-0.05529481,0.6505529,-0.262075,-0.0062411604,-0.0903246,-0.42106846,0,K
-0.40361068,-0.12828723,0.49550906,-0.22766116,-0.10505184,0.22690138,0.2799214,-0.5214154,0.99831283,-0.5876085,-0.3991497,-0.40847537,0.4502846,-0.02489002,0.06436563,0.6481029,-0.67019904,0.5193915,0.30226758,0.06775319,0,3
-0.79406136,-0.08870601,1.1462157,-0.26790488,0.50161284,0.4141427,0.014096741,-0.04635587,0.3457151,-0.61548376,0.5397137,-0.23601025,-0.00020654727,0.60211897,-0.21241702,0.115513146,-0.36780953,0.29526317,0.035214756,-0.24594682,0,6
-0.65232015,-0.8321992,0.32670087,-0.5104107,0.14865139,-0.5036309,0.23358186,-0.03782398,0.83473426,-0.40673554,0.28608713,0.17986773,-0.100666635,0.45066258,0.09886452,-0.56196576,0.5530085,0.14105871,0.01688903,-0.5845627,0,z
1.1243916,0.0038182107,-0.1479855,-0.58007133,0.18673983,-0.044485763,0.32321322,-0.3633117,-0.782359,-0.16463414,-0.20430063,-0.74307895,-0.49854952,-0.48429626,-0.014946515,0.29996493,-0.4873816,-0.09589326,0.13624284,-0.17984311,0,;
-0.49770004,0.104396544,-0.07631154,-0.20797789,0.69331723,-0.007178761,0.05225758,0.16882186,0.8864337,0.1420401,-0.42911372,0.48707464,-0.18398327,0.12922266,-0.25969857,-0.42252004,-1.1277326,0.33838564,-0.120765604,0.50560915,0,4
-0.2085602,0.177692,0.22099622,-1.0474275,-0.08065246,-0.26881668,-0.31572255,0.5253427,-0.63760877,-0.47198215,-0.41211432,-0.2694908,-0.5460052,0.14244029,-0.5101902,0.5657238,-0.12337249,0.58343977,-0.36998212,-0.24802907,0,U
0.063047394,0.21261524,-0.42173848,-0.08192101,0.6432021,-0.5997123,-0.3942532,0.4648055,-0.33595014,0.45700645,-0.2361661,-0.30322924,0.33250886,0.35771477,0.12625794,-0.13217366,-0.8675762,0.4873748,-0.35564,0.8736854,0,7
0.062678434,-0.05888219,0.5141654,-0.80424404,0.15653695,0.16101928,0.98786944,0.42079157,0.06294265,-0.26677954,0.48103335,0.38386384,-0.10325909,0.26649734,0.74776304,0.30202886,-0.42262954,0.6972986,0.16079779,0.037652995,0,8
0.21881081,0.5044542,0.36604255,-0.051727362,0.69998354,0.11962324,-0.7162378,-0.13288565,-0.76339906,-0.0036817212,-0.7217962,0.24433137,-0.07584733,-0.86417705,-0.43088394,-0.040027402,-0.17877182,-0.15906474,0.6044251,0.012468449,0,$
-0.05055522,-0.40817764,0.59822476,0.7012244,0.22381775,0.21218687,-0.41196808,0.4611783,-0.066650696,-0.48406115,1.0676433,0.08185937,-0.26734653,0.47727078,-0.40525475,0.13453074,0.45991975,-0.16929543,-0.019005118,0.629496,0,:
-1.024643,-0.3276406,-0.2330696,-0.6443629,-0.20825365,-0.38144052,-0.11299613,0.54018515,-0.7785929,-0.68821627,-0.22158238,-0.2106301,0.39789397,0.38409796,0.044882193,0.0806399,-0.13740909,-0.21636203,0.57081664,0.024358701,0,)
0.12695844,-0.8302313,0.154312,0.40382218,0.48512918,0.34261444,0.013285399,0.3569811,-0.3179716,-0.8376338,-0.16130699,0.7121332,-0.17688896,-0.19107704,0.9239435,0.32288924,0.047614187,-0.33539546,-0.20380783,0.33083457,0,(
-0.5076188,-0.02614301,0.0053696483,-0.4979667,0.65406626,-0.14745672,-0.3073012,0.5265414,-0.2730429,0.6891223,-0.11500044,0.22071408,0.5150851,0.8143919,-0.11877334,0.5426576,0.18989182,-0.81449515,0.22612219,-0.2707553,0,Y
-0.3803622,0.22157721,0.16261728,0.38096705,0.044513848,0.606075,-0.0025517144,0.36077413,0.4025317,0.16264462,-0.25246516,0.21550658,0.77212524,-0.32586002,-0.015355731,0.89795756,0.9597438,0.01689184,-0.22891021,0.5948016,0,V
0.079520516,-0.24346122,-0.16747999,0.27440354,0.020259773,-0.1906004,-0.069672205,-0.27723396,0.25404257,0.8887004,-0.2216057,-0.026037239,-0.02795414,0.45285824,-1.3417877,0.4500699,-0.17984866,0.5447133,-0.31206933,-0.41620612,0,?
0.019336186,0.12875344,0.27877977,0.04557742,-0.4613397,-0.2780662,0.078909405,0.23587124,0.3200093,0.9966215,0.033942223,-0.51227033,-0.3442122,0.074980296,1.1073782,-0.23616797,-0.31111205,0.58676636,-0.34167525,-0.4775036,0,!
0.4579375,-0.4041572,0.082495295,-0.16919109,0.53185076,0.39388496,0.33805653,-0.25708795,0.670097,-0.69632775,0.7624405,0.52130646,-0.2896414,0.35182407,-0.13553797,-0.76627403,-0.23583488,0.36038172,-0.22186038,0.3717789,0,&
-0.15749572,0.28161207,0.31147027,0.26896524,-0.31878534,-1.1057649,-0.24750175,-0.81931895,-0.18763112,-0.48036346,-0.52647585,-0.0700289,-0.1156908,-0.2941697,-0.49021798,0.31216407,-0.19663666,0.6780131,0.42616343,-0.06287861,0,%
-0.64213544,0.612758,0.5212274,0.49135557,0.286418,-0.1498792,-0.40956965,-0.19263734,0.64316016,0.042401962,0.014555457,-0.04515791,-0.17002909,-0.1394025,-0.4020872,-0.9496894,-0.14765945,-0.88622504,0.08348232,0.21430477,0,Z
-0.3612544,-0.4285305,-0.39108124,-0.58397704,0.6038557,-0.05013826,-0.10534377,0.5902517,0.41885203,-0.39709234,-0.40500918,-0.65783846,0.09572658,0.88800925,-0.38917735,-0.05537914,0.01095436,0.5351937,0.41372114,-0.35406637,0,Q
0.13854708,0.17879531,0.6073698,-0.14836703,0.67119056,-0.1974642,-0.07889598,0.034623157,0.0012866753,0.28836283,0.4991781,-1.0880723,-0.03745557,-0.7028032,-0.08168067,-0.20689009,-0.18718076,-0.41971427,0.10512538,-0.8818846,0,/
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,~
0.33293006,0.24248677,0.6473339,0.32561782,-0.22343537,-0.9942047,-0.35111007,-0.13818868,0.24857539,0.18547095,0.39393106,0.18731265,-0.069784366,0.23777467,0.1907078,0.8546365,0.05460077,-0.5293961,-0.82144696,-0.22780626,1, 
-1.0389131,0.59754163,0.35792345,-0.4012723,0.088016324,0.31111374,0.11923673,-0.38469866,0.44473255,0.2653613,0.08190662,0.684815,0.38244575,0.618864,0.54227984,-0.16846074,0.00629263,0.07094815,0.42064783,-0.083218805,1,e
0.050705288,0.2005456,-0.6027515,0.044538263,-0.4091985,-0.2604658,-0.2876566,-0.16950347,-0.29532185,-0.7045865,0.35334697,-0.16384396,0.4539089,-1.1401716,-0.55674815,-0.014974505,0.3538209,-0.43820077,0.34872583,-0.48671526,1,t
0.31432515,0.17244495,-0.09940981,0.96633345,0.5367801,-0.019222599,0.52827716,-0.55309004,-0.09771818,0.20713808,0.26926035,0.033829823,0.15377949,0.2564532,0.3286784,-0.3806822,0.48630965,1.1300274,0.16697441,0.21091875,1,a
-0.13604103,-0.24083267,-0.024525505,0.20999053,0.48832858,-0.08238887,0.21168447,0.7375654,1.1116503,-0.25417975,-0.43314198,-0.40729725,0.17338882,-0.103819676,-0.28108,0.15895514,-0.52237535,0.54625225,-0.0563493,0.7434435,1,o
0.53898156,0.8601059,0.11468304,0.18973859,0.5013903,0.5577032,-0.010868174,-0.13146122,-0.56506944,0.24350974,-0.046273727,0.19347167,-0.44046837,-0.6054115,0.33004156,-0.5266833,0.38413987,-0.3120174,-0.3391077,-0.20537671,1,n
0.40078822,0.2872125,0.7521528,-0.10818941,0.23488225,0.60621643,0.01688415,-0.40936166,0.29394576,0.37973866,0.47695068,-0.91969776,0.64074963,-0.012915455,-0.15250553,-0.24346714,0.2903423,0.42077577,-0.43108156,0.5704026,1,i
-0.6179964,-0.18905888,0.2819348,-0.6362978,1.0847584,0.098160565,-0.73110956,0.017115299,0.03412824,0.12245932,0.08958344,-0.2998566,-0.55193865,-0.52266514,0.008012143,0.5787499,0.14262883,-0.43215778,0.3113788,-0.20558949,1,r
-0.080086656,-0.11513478,-0.3592301,-0.85534286,-0.30247638,-0.38859054,0.4051225,-0.24711488,-0.82516676,0.08218506,0.05251821,0.14002465,-0.2891038,-0.64932984,0.50567293,-0.5125895,0.71895915,0.14103022,-0.37853613,-0.4880808,1,s
-0.5274413,0.7846753,-0.18987402,-0.7913472,0.09617762,0.014526886,-0.415444,0.17543316,-0.0020459392,-0.14592381,-0.31273472,-0.6059425,-0.4848827,-0.5463392,-0.8070493,-0.4723829,0.42393962,0.3018715,0.17094955,0.19121043,1,h
0.41365716,0.47551686,-0.58601224,-0.62779516,0.7259184,-0.58010656,-1.0727819,-0.028692575,-0.08806045,0.017858047,-0.2741129,0.30285946,-0.17130284,-0.30111742,0.2809224,0.0074088834,-0.087279454,0.42862216,0.3121475,0.31929153,1,l
-0.6894564,-0.68003213,-0.31388903,0.004390428,0.1971652,0.5199318,-0.48728314,0.60945064,-0.5185031,0.46818283,0.04277258,-0.27343637,-0.25758114,-0.10734759,0.029207475,-0.5280933,-0.41214114,-0.087871395,-0.2552121,-0.6837723,1,d
0.089876704,0.1765741,-0.47281566,-0.4230424,-0.11736014,-0.2749141,-0.3983682,0.072915494,0.5676824,-0.7617169,0.60875547,-0.2209409,-0.14771229,-0.53945374,0.6520903,-0.40815067,1.0082439,-0.17655548,-0.1711405,-0.036467195,1,c
-0.40535054,-0.071834214,0.22959928,0.055606753,0.69206065,-0.05120661,0.7242742,-0.9475838,0.8567031,0.3287905,-0.06145632,-0.40564734,-0.10367593,0.35493532,-0.083578244,-0.6424068,0.4060479,-0.21286128,-0.21503319,-0.21620798,1,u
-0.01510855,-0.27087972,0.17751968,-0.94735783,-0.39702943,0.42526695,-0.3314891,-0.051432658,0.01773971,-0.05265163,0.42641866,-0.27114102,-0.74677706,0.370694,-0.9005072,-0.411087,0.1753636,0.14010064,-0.11509802,0.3123205,1,m
-0.6484113,0.6324617,-0.40483704,0.30780238,-0.9644402,0.07551716,-0.041823924,0.29137936,0.18520148,-0.10871684,-0.15444723,0.52681637,-0.6810603,0.032237437,-0.3943647,0.17810036,0.79634625,0.38580552,0.3210456,0.112709664,1,f
0.32277948,0.122900695,-0.75943065,-0.7045561,0.2062309,0.52088517,0.24770162,-0.27149293,0.11957128,0.12165153,-0.11657797,-0.066061094,-0.88177687,-0.0675492,0.17224194,0.34061602,-0.6729834,0.7312316,-0.6250727,-0.0741901,1,p
0.028721025,-0.14845677,-0.95011073,0.14665888,-0.5509362,0.021681236,-0.62089294,-0.01430932,-0.011940411,-0.4417511,0.2525412,-0.547208,-0.14621682,-0.59451306,0.2141299,-0.1485961,-0.8947576,-0.24386916,0.6841308,0.17883569,1,g
-0.2933769,0.9486658,-0.122380376,0.28168684,0.16938479,0.06578282,0.13856062,-0.38345003,-0.18781516,0.33339685,-0.3216181,0.38025385,-0.5928151,-0.34072563,-0.17065461,-0.7452579,-0.80212677,-0.0085276235,-0.21851945,-0.7239541,1,y
0.16039298,0.2594867,0.065407515,-0.39255118,-0.651705,-0.10173766,-0.7197824,-0.05362247,-0.061902173,0.5192645,-0.097772025,-0.05650947,-0.016124357,-0.45991585,-1.4282175,0.13075599,0.19800322,0.2399013,0.04778212,-0.37227315,1,w
-0.08824278,0.43040818,-0.117883764,0.2924783,0.5594873,-0.24737127,-0.59547853,0.48048976,-0.45624363,0.7959604,-0.50434643,-0.97806925,-0.43144447,0.24426691,-0.38882977,-0.35240746,-0.18673256,0.2705669,0.004413681,0.22778961,1,b
-0.25517064,-0.40030253,0.6964213,-0.19709401,0.64031714,0.52595085,0.30874068,0.11752708,-0.042482205,-0.8722355,-0.48888728,-0.08997544,0.1588325,-0.09993574,-0.83458185,-0.008358789,-0.45199865,0.35405138,0.091713406,-0.61273867,1,.
-0.5876113,0.46907836,0.13838808,0.3747996,0.1547819,0.57170784,0.37924197,-0.6088732,-0.27224937,-0.40400013,-0.45630586,0.574311,-0.019559463,0.08559369,-0.9780926,-0.17702287,0.37006772,0.6970904,-0.025761774,-0.122679256,1,","
-0.16661914,0.30225807,-0.33507,-0.034541793,0.04660189,-0.13827796,-0.38809222,0.06540839,-0.08107771,-0.38453013,0.6981405,-0.3694148,-0.9351691,-0.19281009,-0.26012972,-0.85486895,0.6436349,0.25795868,-0.32373852,-0.71118593,1,v
-0.20029454,-0.80471194,-0.45130983,-0.3252607,0.29116517,-0.22594912,-0.17742755,-0.7094701,-0.53739285,0.6268975,-0.5079138,-0.65267855,-0.33715403,0.25120187,0.16513437,-0.76481867,0.05030906,0.018965961,0.30588064,-0.26703647,1,k
