dim_0,dim_1,epoch,character
0.5150289,-0.3438938,11,9
1.936743,0.26354292,11,E
1.9355984,-0.07841315,11,O
-0.92427665,0.7610378,11,q
-0.54220814,-0.112180784,11,K
-0.75481427,-1.7038351,11,3
-0.69713783,-1.7213256,11,6
0.47165778,-1.6288851,11,z
-0.9913132,-1.5108325,11,;
-0.7163104,-1.690691,11,4
-0.32224616,0.57019067,11,U
0.7034634,-0.5723827,11,7
-1.9874791,-0.15276517,11,8
1.6897482,0.9888089,11,$
-1.582672,-0.77213734,11,:
-1.7101026,-0.36164534,11,)
-1.8140554,-0.62410855,11,(
-0.44404796,-1.0982821,11,Y
0.0,0.0,11,~
1.143119,1.6404696,12, 
1.8890117,-0.5480368,12,e
0.5143766,-1.678432,12,t
1.2151153,0.3043085,12,a
-0.72016484,1.3563619,12,o
0.016288333,-0.22140074,12,n
0.7232156,0.5059266,12,i
-0.21513702,-0.14156604,12,r
0.7044608,-1.1902679,12,s
-1.6859186,0.92067426,12,h
-1.3054687,0.87317955,12,l
0.015610534,-0.7070165,12,d
-0.59204626,-0.027156504,12,c
0.8682416,0.47538272,12,u
-1.3349277,0.1939678,12,m
-0.7178326,-0.5803241,12,f
-0.42257965,-0.45315188,12,p
-0.22980702,-1.0313478,12,g
1.1409814,-1.6232998,12,y
-0.5101747,-1.291487,12,w
-1.4394078,0.79801273,12,b
-1.5517126,-1.2587901,12,.
-1.6226596,-0.4535059,12,","
-1.146209,0.07922673,12,v
0.58809376,-1.114597,12,k
1.3798381,-0.54761577,12,'
0.55027014,-1.5202507,12,T
0.032087907,0.29581594,12,-
0.74966055,-1.2603955,12,S
-0.21871047,-0.31228182,12,M
-1.341511,1.4361479,12,`
0.11523591,-0.8470053,12,C
1.5684981,0.37775034,12,A
-0.7532987,-1.8527117,12,1
-1.9996386,-0.038017154,12,0
-0.08795741,-0.5835441,12,B
-1.292603,0.373368,12,H
-0.46581677,-0.44431415,12,P
1.2293797,0.5742247,12,x
0.7265721,0.25905558,12,I
0.54769653,-1.03356,12,W
-0.047348313,-0.35606053,12,D
-0.030691873,-0.47131073,12,R
-0.5048757,-0.4480974,12,F
-0.2215908,-0.032873023,12,L
-0.22403993,-0.30782172,12,G
-0.5546095,-0.0277422,12,J
-1.9802729,-0.18337587,12,2
-1.0194125,-0.07255239,12,N
-1.9517571,0.063240185,12,5
-1.1164476,0.8932473,12,j
0.45588204,-0.2884405,12,9
1.9532397,0.3370574,12,E
1.999829,0.026147472,12,O
-0.9298877,0.8275761,12,q
-0.6065622,-0.13057521,12,K
-0.71758056,-1.641436,12,3
-0.7866664,-1.6357346,12,6
0.46115184,-1.6781644,12,z
-0.9404536,-1.4804429,12,;
-0.7859721,-1.5628546,12,4
-0.29491338,0.6249614,12,U
0.7856822,-0.62966394,12,7
-1.9779801,-0.21637473,12,8
1.650478,1.0011842,12,$
-1.5286316,-0.7739537,12,:
-1.8463506,-0.43557402,12,)
-1.7854681,-0.5563872,12,(
-0.5768708,-1.164204,12,Y
0.0,0.0,12,~
1.0926518,1.6751453,13, 
1.9027574,-0.5269932,13,e
0.5042565,-1.7035528,13,t
1.257329,0.3098218,13,a
-0.7519165,1.3889673,13,o
0.0163461,-0.20507085,13,n
0.68273973,0.48780325,13,i
-0.2245072,-0.124556154,13,r
0.68041545,-1.21967,13,s
-1.6906155,0.917083,13,h
-1.3388305,0.8617834,13,l
0.015219904,-0.6835937,13,d
-0.6324657,-0.04126402,13,c
0.9165239,0.41115326,13,u
-1.3720677,0.13730562,13,m
-0.7245176,-0.5699387,13,f
-0.46051154,-0.48057693,13,p
-0.20302801,-1.0441685,13,g
1.2408154,-1.5685589,13,y
-0.49960947,-1.2646631,13,w
-1.4199835,0.7899465,13,b
-1.4647623,-1.3617897,13,.
-1.5979562,-0.44065318,13,","
-1.1489195,0.14011449,13,v
0.56901413,-1.1202422,13,k
1.434969,-0.53986514,13,'
0.5500341,-1.5810105,13,T
0.052181028,0.25068143,13,-
0.7770766,-1.1505164,13,S
-0.22590013,-0.34487942,13,M
-1.3587191,1.4547776,13,`
0.1454652,-0.80540824,13,C
1.5678992,0.39279667,13,A
-0.70576084,-1.8621346,13,1
-1.9953216,-0.077736296,13,0
-0.0504269,-0.5044265,13,B
-1.344376,0.3648203,13,H
-0.5045668,-0.45810926,13,P
1.2106069,0.5894949,13,x
0.70448476,0.23336019,13,I
0.46974754,-1.0035539,13,W
-0.03558912,-0.48105615,13,D
0.011506276,-0.49497035,13,R
-0.49612784,-0.46551496,13,F
-0.15912923,-0.08322433,13,L
-0.3055906,-0.3618739,13,G
-0.5570281,-0.10735903,13,J
-1.9585501,-0.15381145,13,2
-0.9677961,0.047909055,13,N
-1.998121,-0.060435865,13,5
-1.1945139,0.8731854,13,j
0.36563915,-0.27590784,13,9
1.9242967,0.23759481,13,E
1.989259,-0.014868834,13,O
-0.89302206,0.89214945,13,q
-0.71081126,-0.13507457,13,K
-0.7627436,-1.6504661,13,3
-0.80958223,-1.6928524,13,6
0.61848646,-1.861523,13,z
-0.94753623,-1.5031596,13,;
-0.7904326,-1.6834382,13,4
-0.32327724,0.6223796,13,U
0.70895463,-0.6782537,13,7
-1.9092834,-0.11526305,13,8
1.6484438,1.0738726,13,$
-1.5590147,-0.7650134,13,:
-1.7510707,-0.39005643,13,)
-1.749449,-0.59430045,13,(
-0.52490705,-1.217703,13,Y
0.0,0.0,13,~
1.104155,1.6675855,14, 
1.8667207,-0.53392166,14,e
0.536031,-1.6628183,14,t
1.2164974,0.3140072,14,a
-0.75502926,1.4142394,14,o
0.0022214348,-0.18729268,14,n
0.6848773,0.50951195,14,i
-0.19914564,-0.13175969,14,r
0.70040977,-1.1928787,14,s
-1.6900402,0.9788282,14,h
-1.3431592,0.8727672,14,l
0.04107876,-0.6907235,14,d
-0.61834925,-0.05256233,14,c
0.89528847,0.40562448,14,u
-1.3616203,0.2251495,14,m
-0.7343068,-0.55023843,14,f
-0.4706325,-0.42310715,14,p
-0.22970606,-1.0315278,14,g
1.1987566,-1.6009319,14,y
-0.52151877,-1.2729797,14,w
-1.4374852,0.77389836,14,b
-1.4392524,-1.3887233,14,.
-1.5903753,-0.47372925,14,","
-1.1481421,0.0973919,14,v
0.5993106,-1.0699044,14,k
1.4212265,-0.49815682,14,'
0.5749401,-1.5022283,14,T
0.076260194,0.27191284,14,-
0.7216045,-1.2443398,14,S
-0.20824344,-0.3421204,14,M
-1.3824837,1.4452469,14,`
0.11406309,-0.80828446,14,C
1.5812382,0.39477468,14,A
-0.7029766,-1.8660223,14,1
-1.9982151,-0.08447651,14,0
-0.080947354,-0.45631844,14,B
-1.2575959,0.27686855,14,H
-0.46788907,-0.41332465,14,P
1.2317586,0.57412004,14,x
0.7363581,0.24332114,14,I
0.43766755,-1.0244111,14,W
0.00920613,-0.43702906,14,D
0.054890476,-0.45542234,14,R
-0.5189762,-0.50809634,14,F
-0.21121146,-0.13555315,14,L
-0.33181307,-0.31148812,14,G
-0.5745021,-0.034255248,14,J
-1.9907186,-0.19245546,14,2
-0.934205,-0.050571237,14,N
-1.9415195,-0.02056646,14,5
-1.2182267,0.88391435,14,j
0.45566076,-0.32231194,14,9
1.976189,0.30769557,14,E
1.9932674,0.048245534,14,O
-0.91883373,0.8414551,14,q
-0.73269016,-0.17487268,14,K
-0.719046,-1.6875007,14,3
-0.82145804,-1.6835783,14,6
0.62221074,-1.8692127,14,z
-0.90177226,-1.4145191,14,;
-0.7618691,-1.6686393,14,4
-0.31457776,0.6269463,14,U
0.6702569,-0.76812756,14,7
-1.8940963,-0.22538777,14,8
1.6879092,1.0418679,14,$
-1.4016187,-0.7167994,14,:
-1.7617494,-0.4318498,14,)
-1.6639493,-0.53957367,14,(
-0.5148119,-1.1329807,14,Y
0.0,0.0,14,~
1.0884591,1.6778725,15, 
1.8682652,-0.5204815,15,e
0.5318325,-1.652273,15,t
1.2164677,0.32284474,15,a
-0.76372623,1.4364917,15,o
-0.013254111,-0.1563834,15,n
0.62951,0.49175102,15,i
-0.21294166,-0.13374174,15,r
0.6922142,-1.2139348,15,s
-1.7008183,0.9877801,15,h
-1.3222815,0.8811991,15,l
0.043489814,-0.6571182,15,d
-0.5888765,-0.04243061,15,c
0.95880115,0.39849535,15,u
-1.3390505,0.1756128,15,m
-0.73182446,-0.5391587,15,f
-0.4664182,-0.43724096,15,p
-0.25452298,-0.9988057,15,g
1.2054613,-1.5882583,15,y
-0.51257443,-1.2831964,15,w
-1.4470863,0.7964489,15,b
-1.3761714,-1.4512589,15,.
-1.5942677,-0.5031568,15,","
-1.1373934,0.08563826,15,v
0.59689975,-1.1087452,15,k
1.4625511,-0.529055,15,'
0.5902433,-1.5197746,15,T
0.08410851,0.29467094,15,-
0.75122666,-1.244379,15,S
-0.20993337,-0.32618052,15,M
-1.3736967,1.4536015,15,`
0.092741154,-0.85592526,15,C
1.6038117,0.342539,15,A
-0.7515592,-1.8380922,15,1
-1.9892592,-0.023496909,15,0
-0.16205007,-0.4770666,15,B
-1.248641,0.3224287,15,H
-0.41839758,-0.36415595,15,P
1.3024077,0.56730133,15,x
0.7019401,0.21482901,15,I
0.42911053,-0.9294584,15,W
-0.037887953,-0.39762223,15,D
0.014618824,-0.4841013,15,R
-0.56925994,-0.4323858,15,F
-0.19050224,-0.11776847,15,L
-0.33160153,-0.34602168,15,G
-0.44330153,-0.034623742,15,J
-1.9186844,-0.16588682,15,2
-1.0262252,0.03708789,15,N
-1.9386961,-0.020020075,15,5
-1.1920835,0.9256855,15,j
0.34392673,-0.26440477,15,9
1.9820763,0.25960147,15,E
1.9736805,0.06782609,15,O
-0.94755423,0.8597172,15,q
-0.7460034,-0.11212587,15,K
-0.69150484,-1.698765,15,3
-0.69490993,-1.6225275,15,6
0.56144214,-1.9188128,15,z
-0.97683823,-1.4086813,15,;
-0.7543322,-1.7812897,15,4
-0.3864036,0.65918684,15,U
0.78092843,-0.64571905,15,7
-1.9061471,-0.25924173,15,8
1.6766707,0.9006536,15,$
-1.4718972,-0.7807141,15,:
-1.7814246,-0.43043122,15,)
-1.5870732,-0.47381532,15,(
-0.5004751,-1.1482362,15,Y
0.0,0.0,15,~
1.0780361,1.6845882,16, 
1.8713428,-0.5078345,16,e
0.55377644,-1.6712788,16,t
1.1873245,0.3334913,16,a
-0.7743662,1.4633952,16,o
0.024828233,-0.16545832,16,n
0.6676085,0.5019013,16,i
-0.18514822,-0.14525831,16,r
0.70073396,-1.2358828,16,s
-1.6876197,1.0303472,16,h
-1.3113867,0.8900095,16,l
0.046883967,-0.64793646,16,d
-0.5927919,-0.07328428,16,c
0.88170755,0.38153008,16,u
-1.345375,0.1679621,16,m
-0.7397153,-0.5457739,16,f
-0.44372004,-0.42415094,16,p
-0.23929864,-0.9819899,16,g
1.1718342,-1.5907385,16,y
-0.48867667,-1.2529409,16,w
-1.4523188,0.79004014,16,b
-1.3319503,-1.4892912,16,.
-1.5677968,-0.4931677,16,","
-1.1296498,0.13110909,16,v
0.6909037,-1.1277566,16,k
1.4653224,-0.51584274,16,'
0.63021344,-1.4766251,16,T
0.059958536,0.29826185,16,-
0.74600303,-1.1939335,16,S
-0.20798096,-0.32538664,16,M
-1.3481506,1.4193481,16,`
0.11753622,-0.84477365,16,C
1.6464243,0.3529836,16,A
-0.72972286,-1.8597147,16,1
-1.9500914,-0.09405588,16,0
-0.18904313,-0.39405447,16,B
-1.2213687,0.36630854,16,H
-0.39597332,-0.48673618,16,P
1.310688,0.575204,16,x
0.6381576,0.20720991,16,I
0.3386769,-0.99239075,16,W
0.012042415,-0.4414574,16,D
0.008178559,-0.41005102,16,R
-0.5479422,-0.4732697,16,F
-0.15627891,-0.054840982,16,L
-0.30651486,-0.33702534,16,G
-0.5291196,-0.031340268,16,J
-1.9553659,-0.18973663,16,2
-1.0542732,0.053230412,16,N
-1.9794743,-0.1261985,16,5
-1.2555435,0.9007817,16,j
0.48812023,-0.20093413,16,9
1.977885,0.21829143,16,E
1.962667,0.091142625,16,O
-0.9403023,0.80894935,16,q
-0.7925018,-0.15579252,16,K
-0.76498973,-1.7077826,16,3
-0.7792624,-1.6025872,16,6
0.70927125,-1.870009,16,z
-0.9173151,-1.3269862,16,;
-0.7506595,-1.673013,16,4
-0.3794823,0.6795458,16,U
0.61711144,-0.64735824,16,7
-1.9197083,-0.16826501,16,8
1.6882524,0.92895675,16,$
-1.6023772,-0.7708793,16,:
-1.7580858,-0.45418116,16,)
-1.7326572,-0.61310995,16,(
-0.56554425,-1.1757213,16,Y
0.0,0.0,16,~
1.0692173,1.6901995,17, 
1.8636621,-0.5071151,17,e
0.5781697,-1.6634362,17,t
1.1776779,0.32730153,17,a
-0.7744782,1.4393684,17,o
-0.04336923,-0.19043712,17,n
0.64662975,0.50254357,17,i
-0.16655348,-0.13229392,17,r
0.73414624,-1.2122923,17,s
-1.6998633,1.0201532,17,h
-1.3264396,0.9297975,17,l
0.06624032,-0.6379916,17,d
-0.6306536,-0.06693001,17,c
0.91059345,0.37759024,17,u
-1.3343035,0.17947923,17,m
-0.7272129,-0.52877235,17,f
-0.49382925,-0.41448918,17,p
-0.2850922,-0.99151987,17,g
1.1917242,-1.5396419,17,y
-0.48489383,-1.2896137,17,w
-1.438661,0.7932259,17,b
-1.3515812,-1.464953,17,.
-1.5949186,-0.5156929,17,","
-1.123206,0.16231237,17,v
0.6728446,-1.1803277,17,k
1.4824796,-0.5381767,17,'
0.60565424,-1.5261561,17,T
0.08573336,0.2582283,17,-
0.75047415,-1.2201706,17,S
-0.2392335,-0.3336834,17,M
-1.3941808,1.4339665,17,`
0.085978724,-0.78361994,17,C
1.6477082,0.34662387,17,A
-0.71968466,-1.859515,17,1
-1.9984987,-0.026997222,17,0
-0.2837105,-0.41192085,17,B
-1.2225313,0.36115268,17,H
-0.33647186,-0.52622,17,P
1.2742122,0.56743336,17,x
0.760523,0.29842377,17,I
0.44439647,-0.92526543,17,W
-0.033994153,-0.43971214,17,D
-0.0050457735,-0.4489316,17,R
-0.53172636,-0.49714246,17,F
-0.14229731,-0.057021197,17,L
-0.29376993,-0.33387598,17,G
-0.4831113,-0.057507925,17,J
-1.9472337,-0.26355475,17,2
-1.1193099,0.1290384,17,N
-1.9271156,-0.07358081,17,5
-1.2215039,0.83682674,17,j
0.3890766,-0.19596462,17,9
1.9838294,0.25381196,17,E
1.934122,0.013468418,17,O
-0.931911,0.85452724,17,q
-0.6533592,-0.075206235,17,K
-0.67952657,-1.6817064,17,3
-0.7629626,-1.5701674,17,6
0.718072,-1.8666475,17,z
-0.9220529,-1.4254609,17,;
-0.7844445,-1.6447859,17,4
-0.38367018,0.6424384,17,U
0.7770696,-0.5811717,17,7
-1.9723179,-0.18497077,17,8
1.6643809,0.90476733,17,$
-1.563028,-0.7695617,17,:
-1.7229558,-0.42774758,17,)
-1.5824327,-0.52628225,17,(
-0.5508765,-1.2451227,17,Y
0.0,0.0,17,~
1.0721084,1.6878581,18, 
1.8599768,-0.47946656,18,e
0.5608067,-1.6633807,18,t
1.1788833,0.33692262,18,a
-0.783768,1.4598316,18,o
-0.0018660126,-0.15980989,18,n
0.6359548,0.5167919,18,i
-0.21265319,-0.13135758,18,r
0.7210424,-1.2309021,18,s
-1.6631285,1.0450491,18,h
-1.3320438,0.9089772,18,l
0.045229867,-0.6345912,18,d
-0.61697435,-0.06321163,18,c
0.8993439,0.37501454,18,u
-1.3243778,0.16496412,18,m
-0.70896053,-0.5486449,18,f
-0.4825012,-0.45174295,18,p
-0.26267377,-1.0160679,18,g
1.16758,-1.5930314,18,y
-0.48353553,-1.2817469,18,w
-1.4273032,0.7793986,18,b
-1.3099381,-1.5113114,18,.
-1.5795071,-0.4939842,18,","
-1.1661733,0.15967706,18,v
0.7075982,-1.1332774,18,k
1.5148315,-0.52569604,18,'
0.6084869,-1.5105623,18,T
0.07324524,0.2804782,18,-
0.7353358,-1.1924437,18,S
-0.2438189,-0.34014338,18,M
-1.3904881,1.4375472,18,`
0.10238937,-0.8397534,18,C
1.5890483,0.34597948,18,A
-0.71526563,-1.7560205,18,1
-1.9872144,-0.10055137,18,0
-0.31492314,-0.32958442,18,B
-1.3028228,0.28107068,18,H
-0.32678267,-0.5690691,18,P
1.3212937,0.54217947,18,x
0.7508495,0.27556312,18,I
0.4095484,-0.9384476,18,W
-0.03345918,-0.4537448,18,D
-0.009197421,-0.43464386,18,R
-0.5217175,-0.45050567,18,F
-0.16251194,-0.0512545,18,L
-0.29242823,-0.32280168,18,G
-0.44510505,-0.06230186,18,J
-1.957333,-0.2723025,18,2
-1.1096659,0.2096563,18,N
-1.9576758,-0.06099964,18,5
-1.181168,1.0259303,18,j
0.4237913,-0.27808258,18,9
1.9707016,0.27180478,18,E
1.9543202,0.07448045,18,O
-0.90440565,0.85143626,18,q
-0.6726937,-0.18703154,18,K
-0.67997205,-1.7019749,18,3
-0.72578424,-1.60037,18,6
0.63321024,-1.8883451,18,z
-0.9097814,-1.3172487,18,;
-0.71187395,-1.6805317,18,4
-0.38005593,0.67795485,18,U
0.7597866,-0.6604675,18,7
-1.9703265,-0.15214537,18,8
1.6272855,0.89640075,18,$
-1.5949937,-0.7396914,18,:
-1.7347528,-0.41481116,18,)
-1.6639655,-0.60485286,18,(
-0.423098,-1.0880038,18,Y
0.0,0.0,18,~
1.0667273,1.6847321,19, 
1.8590467,-0.47957718,19,e
0.5708604,-1.6631168,19,t
1.1321086,0.32056916,19,a
-0.774225,1.462892,19,o
-0.029836116,-0.14018095,19,n
0.6120573,0.5047813,19,i
-0.17986889,-0.120895416,19,r
0.6999365,-1.2334323,19,s
-1.6927398,1.0401417,19,h
-1.3019327,0.9109261,19,l
0.07246395,-0.65165114,19,d
-0.60143477,-0.07467174,19,c
0.9055603,0.40611473,19,u
-1.3179505,0.15226962,19,m
-0.7231883,-0.5576288,19,f
-0.4768771,-0.41295737,19,p
-0.26146585,-0.95995706,19,g
1.1792191,-1.5883287,19,y
-0.4975198,-1.260494,19,w
-1.3942153,0.7836087,19,b
-1.3404729,-1.4629819,19,.
-1.5664576,-0.54236245,19,","
-1.1241304,0.15655075,19,v
0.70724416,-1.1398431,19,k
1.5119908,-0.49566734,19,'
0.66429144,-1.5116115,19,T
0.09497027,0.304557,19,-
0.7368256,-1.2480898,19,S
-0.21521534,-0.375725,19,M
-1.354969,1.4690417,19,`
0.07322279,-0.8464128,19,C
1.5879555,0.29940867,19,A
-0.72279495,-1.8632108,19,1
-1.9886168,-0.13836628,19,0
-0.32137576,-0.21201748,19,B
-1.2714434,0.34826672,19,H
-0.33222693,-0.50053304,19,P
1.3601829,0.53274107,19,x
0.76071686,0.266678,19,I
0.41840532,-0.97033757,19,W
-0.058207445,-0.49225193,19,D
0.017916637,-0.4375083,19,R
-0.5100514,-0.49056628,19,F
-0.15157169,-0.08095735,19,L
-0.22810623,-0.2471648,19,G
-0.4221956,-0.04865132,19,J
-1.9522004,-0.28795716,19,2
-1.0522603,0.25550875,19,N
-1.9908308,-0.13135731,19,5
-1.2341675,0.80199015,19,j
0.45685825,-0.3025608,19,9
1.9624995,0.26030013,19,E
1.9137602,-0.016833358,19,O
-0.89974403,0.8381682,19,q
-0.6732633,-0.15960011,19,K
-0.7833531,-1.6807998,19,3
-0.7684883,-1.7030528,19,6
0.60927695,-1.887641,19,z
-0.9072212,-1.3151115,19,;
-0.6772405,-1.641498,19,4
-0.37666687,0.654907,19,U
0.7980255,-0.67003113,19,7
-1.9312865,-0.1184861,19,8
1.611044,0.9933086,19,$
-1.5362682,-0.67586106,19,:
-1.711889,-0.46626648,19,)
-1.6487465,-0.59524214,19,(
-0.48899558,-1.146908,19,Y
0.0,0.0,19,~
1.0859113,1.6787696,20, 
1.8425723,-0.4637071,20,e
0.5791473,-1.6535239,20,t
1.167802,0.33497792,20,a
-0.7714542,1.4487679,20,o
-0.004664167,-0.13215633,20,n
0.6072906,0.5148107,20,i
-0.14837722,-0.13522828,20,r
0.693987,-1.2270561,20,s
-1.6869566,1.0641195,20,h
-1.2861342,0.9097818,20,l
0.09805907,-0.6325614,20,d
-0.5980306,-0.07710046,20,c
0.9395612,0.368291,20,u
-1.276979,0.19199942,20,m
-0.7404133,-0.5353598,20,f
-0.49090505,-0.368193,20,p
-0.25655583,-0.9418338,20,g
1.2182763,-1.563444,20,y
-0.48456627,-1.262356,20,w
-1.4129894,0.8209954,20,b
-1.3162563,-1.4604825,20,.
-1.5419171,-0.5076861,20,","
-1.1111574,0.18048136,20,v
0.678067,-1.1258678,20,k
1.4965386,-0.5114982,20,'
0.66447616,-1.5162364,20,T
0.061112035,0.2855292,20,-
0.7126832,-1.2145667,20,S
-0.16438703,-0.3864186,20,M
-1.3450254,1.4381555,20,`
0.09810742,-0.8643135,20,C
1.5982049,0.30751073,20,A
-0.6579789,-1.808881,20,1
-1.9991107,-0.05962902,20,0
-0.381949,-0.29456204,20,B
-1.2513516,0.29153565,20,H
-0.33804956,-0.5654389,20,P
1.370613,0.5007115,20,x
0.76542014,0.2743116,20,I
0.39209837,-0.9570529,20,W
0.006808278,-0.46883768,20,D
0.022619102,-0.4658477,20,R
-0.6362989,-0.5131748,20,F
-0.13521054,-0.07232774,20,L
-0.3180106,-0.35031214,20,G
-0.38663846,-0.092932425,20,J
-1.9281603,-0.27542648,20,2
-1.056751,0.24255778,20,N
-1.994852,-0.11579167,20,5
-1.2209905,0.84539324,20,j
0.42248428,-0.22665039,20,9
1.9452001,0.3392658,20,E
1.9283926,0.028544107,20,O
-0.91583353,0.866764,20,q
-0.66963124,-0.1815312,20,K
-0.6660402,-1.7024555,20,3
-0.7089782,-1.7370907,20,6
0.69912124,-1.8738272,20,z
-0.9097927,-1.2549608,20,;
-0.7593984,-1.6760286,20,4
-0.37318563,0.66532105,20,U
0.6818052,-0.7225246,20,7
-1.952362,-0.12822351,20,8
1.5629228,0.9570921,20,$
-1.5698736,-0.6927135,20,:
-1.7486638,-0.47000125,20,)
-1.6502851,-0.6451532,20,(
-0.5544341,-1.2200574,20,Y
0.0,0.0,20,~
1.0805954,1.6829479,21, 
1.8311167,-0.46040085,21,e
0.5845336,-1.6349638,21,t
1.1639607,0.3575649,21,a
-0.77614135,1.434864,21,o
0.004101764,-0.14290585,21,n
0.60414565,0.5197731,21,i
-0.1974066,-0.1402618,21,r
0.7002419,-1.2393333,21,s
-1.6977262,1.0522362,21,h
-1.3103942,0.90324146,21,l
0.09141504,-0.66983026,21,d
-0.64881384,-0.07815358,21,c
0.926623,0.37657556,21,u
-1.2921916,0.17185254,21,m
-0.7083527,-0.57900417,21,f
-0.4492771,-0.37479278,21,p
-0.273698,-0.93070996,21,g
1.1691837,-1.5375355,21,y
-0.46740568,-1.2683102,21,w
-1.4239377,0.7551948,21,b
-1.3337659,-1.4900753,21,.
-1.6106851,-0.5785794,21,","
-1.1475288,0.18288527,21,v
0.6632475,-1.1781322,21,k
1.5095332,-0.5121364,21,'
0.668323,-1.5496515,21,T
0.08524732,0.2511648,21,-
0.7756265,-1.2414148,21,S
-0.14238201,-0.34118608,21,M
-1.359043,1.4673109,21,`
0.13006414,-0.80617064,21,C
1.5933896,0.33493397,21,A
-0.6950375,-1.7999909,21,1
-1.9908309,-0.106118284,21,0
-0.43122458,-0.21222712,21,B
-1.266299,0.29229727,21,H
-0.33562836,-0.52570665,21,P
1.4026972,0.53218913,21,x
0.69177395,0.24968334,21,I
0.4503716,-0.937222,21,W
-0.015950017,-0.45637342,21,D
0.06156653,-0.4290715,21,R
-0.5239689,-0.38218552,21,F
-0.16745158,-0.07557747,21,L
-0.20467304,-0.3125621,21,G
-0.3815915,-0.06976411,21,J
-1.9014673,-0.23362799,21,2
-1.0835149,0.25791374,21,N
-1.9941639,-0.15267585,21,5
-1.2205919,0.92157656,21,j
0.43926165,-0.26762688,21,9
1.9658682,0.2729601,21,E
1.9542841,0.054433856,21,O
-0.9006465,0.8470375,21,q
-0.6265479,-0.14891979,21,K
-0.7307027,-1.7195216,21,3
-0.7343503,-1.6694423,21,6
0.66275364,-1.886997,21,z
-0.9144628,-1.204195,21,;
-0.72792065,-1.5916497,21,4
-0.38366246,0.6806448,21,U
0.801649,-0.6881318,21,7
-1.9347733,-0.058752,21,8
1.5401286,0.85572606,21,$
-1.5846349,-0.65714073,21,:
-1.7791178,-0.54086477,21,)
-1.6800821,-0.6740969,21,(
-0.49129423,-1.247924,21,Y
0.0,0.0,21,~
1.0849539,1.6801413,22, 
1.8181429,-0.4594078,22,e
0.60405886,-1.626679,22,t
1.1590344,0.33698067,22,a
-0.75844336,1.4183469,22,o
-0.02842158,-0.15640092,22,n
0.5939335,0.5413104,22,i
-0.17275748,-0.13037066,22,r
0.71169895,-1.2215884,22,s
-1.6715128,1.0661013,22,h
-1.2752796,0.9053424,22,l
0.076870844,-0.61491656,22,d
-0.6149376,-0.06990159,22,c
0.90101993,0.3754023,22,u
-1.3046441,0.13411798,22,m
-0.7356381,-0.53167135,22,f
-0.478022,-0.36203897,22,p
-0.21967362,-0.9935869,22,g
1.1888648,-1.6025753,22,y
-0.4626833,-1.2710836,22,w
-1.4083825,0.7538136,22,b
-1.3094606,-1.5046569,22,.
-1.5698209,-0.5872421,22,","
-1.1406968,0.15588163,22,v
0.7286967,-1.1601987,22,k
1.5188769,-0.48407876,22,'
0.7116904,-1.5400932,22,T
0.10074355,0.31521264,22,-
0.696876,-1.2172394,22,S
-0.19787131,-0.3157755,22,M
-1.382044,1.4456564,22,`
0.15090938,-0.78436345,22,C
1.6312131,0.30941424,22,A
-0.68801606,-1.8229473,22,1
-1.9998577,-0.023852013,22,0
-0.47537056,-0.29149053,22,B
-1.2677962,0.31737643,22,H
-0.3201919,-0.51952165,22,P
1.4283952,0.53618103,22,x
0.67174876,0.26976785,22,I
0.45136788,-0.9352755,22,W
-0.03750738,-0.4628616,22,D
0.038218193,-0.46530813,22,R
-0.5854001,-0.4553321,22,F
-0.14921136,-0.116500884,22,L
-0.21840167,-0.41370657,22,G
-0.42884457,-0.10547752,22,J
-1.9432328,-0.25581545,22,2
-1.098618,0.23805447,22,N
-1.9942641,-0.09018349,22,5
-1.1456983,0.9146466,22,j
0.46803972,-0.24790575,22,9
1.8718472,0.25073075,22,E
1.9890532,0.015682174,22,O
-0.9176918,0.8508884,22,q
-0.609695,-0.10292028,22,K
-0.67544466,-1.7104417,22,3
-0.7359748,-1.6768982,22,6
0.6649133,-1.8848267,22,z
-0.91667056,-1.2929262,22,;
-0.7613752,-1.6761287,22,4
-0.390428,0.66313964,22,U
0.7830076,-0.62011033,22,7
-1.9738357,-0.14233474,22,8
1.4622339,0.8995926,22,$
-1.623103,-0.70865667,22,:
-1.7437963,-0.49919945,22,)
-1.632708,-0.5821149,22,(
-0.5497606,-1.1754018,22,Y
0.0,0.0,22,~
1.0613463,1.695153,23, 
1.8293905,-0.45051056,23,e
0.6087783,-1.6429223,23,t
1.1724279,0.34490544,23,a
-0.7512863,1.4227843,23,o
-0.050809186,-0.12519409,23,n
0.6381889,0.5415998,23,i
-0.16735516,-0.11104973,23,r
0.69704324,-1.2362063,23,s
-1.6651448,1.0852647,23,h
-1.2791699,0.8906668,23,l
0.10500128,-0.6235073,23,d
-0.617358,-0.115046434,23,c
0.92308843,0.3705589,23,u
-1.2945492,0.16178934,23,m
-0.72846466,-0.53446496,23,f
-0.53261095,-0.3527577,23,p
-0.25308192,-0.9821051,23,g
1.2374983,-1.5656419,23,y
-0.46582457,-1.2661713,23,w
-1.4144677,0.80015445,23,b
-1.3639163,-1.4470867,23,.
-1.5530931,-0.53966635,23,","
-1.159054,0.20665003,23,v
0.7308218,-1.1728729,23,k
1.5000882,-0.49282095,23,'
0.6497919,-1.5636218,23,T
0.08805203,0.29493088,23,-
0.7466348,-1.2045299,23,S
