dim_0,dim_1,epoch,character
1.546493,-0.65458155,3,'
0.8569552,-1.7744541,3,T
-0.665045,0.7009642,3,-
0.8844297,-1.1181809,3,S
-0.06316142,-0.16618074,3,M
-1.2115566,1.3475063,3,`
0.17961212,-0.70810694,3,C
1.4467324,0.33925343,3,A
-0.6231686,-1.8840485,3,1
-1.9814228,0.2719614,3,0
0.00948494,-0.28877515,3,B
-1.1243502,0.18875101,3,H
-0.1805861,-0.33147067,3,P
1.720406,0.27700156,3,x
0.71625113,0.080115356,3,I
0.56812507,-0.88793737,3,W
0.007237154,-0.36216557,3,D
0.35179338,-0.7054192,3,R
-0.21065797,-0.28842676,3,F
0.3495948,-0.6704757,3,L
0.022446062,-0.5007225,3,G
0.042604357,-0.22824553,3,J
-1.9555707,0.29059717,3,2
-0.9211323,0.32769093,3,N
-1.9650536,0.28660133,3,5
-0.558296,0.4663266,3,j
0.013200988,0.19070758,3,9
1.9613627,0.33776718,3,E
1.7399921,-0.35650277,3,O
-0.8697081,0.7671334,3,q
-0.2265651,-0.35054988,3,K
-0.63680923,-1.5656428,3,3
-0.55436695,-1.7083662,3,6
0.43321872,-1.298651,3,z
-1.0261186,-1.1733695,3,;
-0.57407063,-1.6939267,3,4
0.16576533,0.17973013,3,U
0.740255,-0.68971914,3,7
-1.9096465,0.22297153,3,8
1.7935289,0.88501596,3,$
-1.6619636,-0.5999483,3,:
-1.5522074,-0.68280697,3,)
-1.4936352,-0.66513145,3,(
-0.38071314,-0.9498448,3,Y
0.0,0.0,3,~
1.2444733,1.5656585,4, 
1.9099827,-0.5461599,4,e
0.4970434,-1.7448648,4,t
1.3573421,0.090907186,4,a
-0.69366735,1.3023394,4,o
0.2737507,-0.4077197,4,n
0.93934214,0.36768562,4,i
-0.17721286,-0.19951084,4,r
0.8572333,-1.2173887,4,s
-1.5127827,0.8472306,4,h
-1.3120102,0.8666469,4,l
0.061928216,-0.59555143,4,d
-0.50197846,0.060226645,4,c
1.1058121,0.36641985,4,u
-1.2526001,0.34752145,4,m
-0.5037911,-0.5133916,4,f
-0.3253655,-0.38144192,4,p
-0.058348835,-0.9424576,4,g
1.1623282,-1.6275727,4,y
-0.3816832,-1.2242273,4,w
-1.3218399,0.84307915,4,b
-1.5688884,-1.2403988,4,.
-1.7290453,-0.2690364,4,","
-1.1271354,0.2256408,4,v
0.34977588,-0.7361802,4,k
1.4310199,-0.6575646,4,'
0.7639376,-1.6761672,4,T
-0.748748,0.8351682,4,-
0.83107466,-1.1506852,4,S
-0.123044975,-0.18611304,4,M
-1.2853563,1.4093068,4,`
0.1740249,-0.73665005,4,C
1.4197868,0.2997798,4,A
-0.62347496,-1.9003364,4,1
-1.9684305,0.35395053,4,0
-0.053416643,-0.44825107,4,B
-1.0647019,0.20520578,4,H
-0.31611347,-0.44516176,4,P
1.5925183,0.4271031,4,x
0.82894033,0.108441085,4,I
0.47245282,-1.0316838,4,W
-0.023468127,-0.28310707,4,D
0.2914814,-0.64214694,4,R
-0.33255002,-0.36148307,4,F
0.20037925,-0.615183,4,L
-0.06634464,-0.5007461,4,G
-0.1750163,-0.1380925,4,J
-1.9422168,0.1834425,4,2
-0.92513216,0.32090408,4,N
-1.9678249,0.25369674,4,5
-0.8043131,0.5462387,4,j
0.13155529,0.108351916,4,9
1.8737788,0.27929735,4,E
1.9528154,-0.43187052,4,O
-0.914232,0.7670961,4,q
-0.30287108,-0.119521506,4,K
-0.6673096,-1.6752557,4,3
-0.6157742,-1.6715434,4,6
0.2840395,-1.4446461,4,z
-0.85028553,-1.3411839,4,;
-0.58534306,-1.7322576,4,4
0.10103496,0.25699955,4,U
0.8188068,-0.7207658,4,7
-1.8697196,0.12082841,4,8
1.8103889,0.8499947,4,$
-1.5441059,-0.61637497,4,:
-1.8342303,-0.2920666,4,)
-1.740914,-0.6066049,4,(
-0.3637313,-1.1151745,4,Y
0.0,0.0,4,~
1.2281406,1.5752163,5, 
1.9252102,-0.52459407,5,e
0.49917373,-1.7001228,5,t
1.3227782,0.109790616,5,a
-0.75460285,1.2955368,5,o
0.19166146,-0.38685405,5,n
0.86352074,0.40332842,5,i
-0.16820815,-0.22338395,5,r
0.8268274,-1.2416207,5,s
-1.5397668,0.8910417,5,h
-1.2736152,0.89875704,5,l
0.03923997,-0.6588357,5,d
-0.545249,0.028651027,5,c
1.0242399,0.41096118,5,u
-1.2887826,0.2544739,5,m
-0.5637611,-0.5474015,5,f
-0.3712902,-0.37467906,5,p
-0.11874695,-0.95341885,5,g
1.1022685,-1.668833,5,y
-0.3774843,-1.28838,5,w
-1.3512771,0.86772275,5,b
-1.5683857,-1.2410343,5,.
-1.7665893,-0.30329084,5,","
-1.1560775,0.26128042,5,v
0.28199342,-0.82469976,5,k
1.3658164,-0.5670189,5,'
0.5953766,-1.5649499,5,T
-0.7789701,0.8197544,5,-
0.9415661,-1.2079211,5,S
-0.17380996,-0.23280288,5,M
-1.3142029,1.3968055,5,`
0.07335139,-0.72737056,5,C
1.3590938,0.36517632,5,A
-0.6816298,-1.8489487,5,1
-1.9705036,0.2982337,5,0
-0.11552785,-0.49169168,5,B
-1.0825195,0.27893934,5,H
-0.38877013,-0.43075734,5,P
1.5053982,0.40957445,5,x
0.83252054,0.08939359,5,I
0.4848759,-1.0097761,5,W
-0.115931675,-0.2685061,5,D
0.2360565,-0.6878695,5,R
-0.43425316,-0.50365984,5,F
0.115164675,-0.5535614,5,L
-0.13358997,-0.48217013,5,G
-0.3809878,-0.07982063,5,J
-1.9225204,0.0554835,5,2
-0.9554922,0.215111,5,N
-1.9633956,0.14454749,5,5
-0.9691203,0.73551863,5,j
0.48501474,-0.38204107,5,9
1.9077961,0.21658029,5,E
1.9500704,-0.43972906,5,O
-0.9226837,0.7611966,5,q
-0.36308536,-0.04961779,5,K
-0.6902421,-1.6089307,5,3
-0.638879,-1.6525348,5,6
0.37493324,-1.4927309,5,z
-0.93958974,-1.5551169,5,;
-0.61295336,-1.6929982,5,4
0.035054382,0.28846827,5,U
0.7808569,-0.94776726,5,7
-1.9884607,0.07428237,5,8
1.7731233,0.92522067,5,$
-1.5196464,-0.7592816,5,:
-1.9279791,-0.24796824,5,)
-1.7719301,-0.3931353,5,(
-0.36770755,-1.066318,5,Y
0.0,0.0,5,~
1.2348251,1.5732789,6, 
1.9071296,-0.5279784,6,e
0.49389958,-1.6912253,6,t
1.3002143,0.14785326,6,a
-0.6801186,1.2761745,6,o
0.13483551,-0.36462817,6,n
0.82654834,0.40746233,6,i
-0.23739485,-0.21816306,6,r
0.79259616,-1.2115892,6,s
-1.5545231,0.88729024,6,h
-1.265616,0.88462806,6,l
-0.008974895,-0.7174761,6,d
-0.5667406,0.027661148,6,c
0.9950818,0.4117987,6,u
-1.282406,0.22269288,6,m
-0.60213315,-0.53814214,6,f
-0.39033645,-0.42536387,6,p
-0.15408649,-0.90841705,6,g
1.1072412,-1.664495,6,y
-0.42553818,-1.2454886,6,w
-1.4029983,0.8558724,6,b
-1.5860125,-1.1575059,6,.
-1.7680671,-0.35602802,6,","
-1.1817921,0.26161042,6,v
0.3503313,-0.866832,6,k
1.2929038,-0.5183258,6,'
0.5440461,-1.5203291,6,T
-0.61468416,0.7577398,6,-
0.9059049,-1.3652058,6,S
-0.20128474,-0.25251618,6,M
-1.3501658,1.4474624,6,`
0.0924421,-0.73624325,6,C
1.3718033,0.31324708,6,A
-0.67867804,-1.8813282,6,1
-1.9900252,0.19949768,6,0
-0.14185947,-0.5662488,6,B
-1.1697032,0.25288454,6,H
-0.40620595,-0.44599167,6,P
1.4196743,0.4210247,6,x
0.75044286,0.1598228,6,I
0.473882,-0.9722679,6,W
-0.064396195,-0.25790012,6,D
0.1351705,-0.65168214,6,R
-0.4129707,-0.44465923,6,F
0.08648337,-0.4110466,6,L
-0.14208649,-0.3192695,6,G
-0.43302655,-0.08322011,6,J
-1.9214995,0.07648718,6,2
-0.8960902,0.09639944,6,N
-1.9880846,0.12181897,6,5
-1.1040344,0.7628376,6,j
0.51525325,-0.38156807,6,9
1.9096392,0.29479688,6,E
1.9475982,-0.4548193,6,O
-0.9057268,0.82989025,6,q
-0.5164971,-0.058597244,6,K
-0.6714147,-1.7296447,6,3
-0.729178,-1.6060853,6,6
0.45409304,-1.5198628,6,z
-0.91985554,-1.5901577,6,;
-0.63213116,-1.7392683,6,4
0.07054711,0.3624053,6,U
0.6980274,-0.8434119,6,7
-1.9172095,-0.067820646,6,8
1.7715077,0.9283103,6,$
-1.5134658,-0.7391899,6,:
-1.9344602,-0.29196033,6,)
-1.9283962,-0.4837568,6,(
-0.35023224,-1.1333747,6,Y
0.0,0.0,6,~
1.1805627,1.6140171,7, 
1.9037201,-0.5634678,7,e
0.4973158,-1.6723958,7,t
1.278681,0.18018687,7,a
-0.6663524,1.287067,7,o
0.10495621,-0.2831236,7,n
0.8039934,0.43055063,7,i
-0.22024514,-0.20699893,7,r
0.7492862,-1.2460784,7,s
-1.5651153,0.8868146,7,h
-1.2445304,0.9024266,7,l
0.004840428,-0.71249104,7,d
-0.54878056,-0.022075213,7,c
0.95097995,0.40866336,7,u
-1.3432007,0.22909866,7,m
-0.6108421,-0.62284464,7,f
-0.3959973,-0.4967685,7,p
-0.1567493,-0.98467225,7,g
1.1033949,-1.6680886,7,y
-0.47528657,-1.2908007,7,w
-1.4465703,0.85895336,7,b
-1.6089183,-1.1880157,7,.
-1.7180136,-0.3522773,7,","
-1.1477494,0.19595101,7,v
0.4527606,-0.97590864,7,k
1.2794449,-0.5553945,7,'
0.54829663,-1.5373766,7,T
-0.21511625,0.50220174,7,-
0.9259944,-1.4097795,7,S
-0.25543836,-0.28328666,7,M
-1.2895116,1.4298326,7,`
0.065159604,-0.7343147,7,C
1.4479964,0.38298583,7,A
-0.67291194,-1.8833984,7,1
-1.9520543,0.14293273,7,0
-0.022986472,-0.5401761,7,B
-1.3144971,0.2569977,7,H
-0.3551389,-0.34153628,7,P
1.4095488,0.46859726,7,x
0.81640905,0.1827564,7,I
0.44253197,-1.0083017,7,W
-0.10929402,-0.2546281,7,D
0.07458479,-0.5133418,7,R
-0.40723583,-0.4979184,7,F
-0.030507255,-0.27447024,7,L
-0.28902414,-0.376283,7,G
-0.39420813,0.006177378,7,J
-1.9971211,0.107269496,7,2
-0.9244579,0.15260538,7,N
-1.9948013,0.14411014,7,5
-1.1626757,0.79778695,7,j
0.5079774,-0.3559949,7,9
1.9854896,0.24048088,7,E
1.9520694,-0.43522894,7,O
-0.91433394,0.8533808,7,q
-0.50245124,-0.075546905,7,K
-0.66838026,-1.7258134,7,3
-0.77484155,-1.6031848,7,6
0.4547334,-1.5602852,7,z
-0.85975087,-1.509983,7,;
-0.71804756,-1.7535629,7,4
-0.08351789,0.3303301,7,U
0.8564881,-0.6840883,7,7
-1.9989699,-0.06417522,7,8
1.755452,0.9583257,7,$
-1.5509129,-0.6902019,7,:
-1.9741704,-0.30963793,7,)
-1.9260453,-0.484948,7,(
-0.3988428,-1.1450086,7,Y
0.0,0.0,7,~
1.1864853,1.5966568,8, 
1.8943617,-0.56046087,8,e
0.47224718,-1.7111496,8,t
1.2695435,0.21105386,8,a
-0.65498,1.2634302,8,o
0.076758616,-0.27438444,8,n
0.76749146,0.43436703,8,i
-0.25069118,-0.19748741,8,r
0.72174424,-1.2187377,8,s
-1.5983797,0.9387892,8,h
-1.2930834,0.8793838,8,l
-0.0008052925,-0.69933766,8,d
-0.54185605,-0.0026956266,8,c
1.0043939,0.46282226,8,u
-1.3272468,0.2006679,8,m
-0.65578574,-0.57327664,8,f
-0.3554407,-0.4886511,8,p
-0.22006333,-0.9792823,8,g
1.1166129,-1.6592695,8,y
-0.47599605,-1.2889946,8,w
-1.431111,0.86766946,8,b
-1.6414161,-1.1426957,8,.
-1.706208,-0.3908941,8,","
-1.1456895,0.19338669,8,v
0.54633224,-1.0822552,8,k
1.3043826,-0.5100598,8,'
0.592699,-1.5261103,8,T
0.0013915844,0.40495333,8,-
0.8643751,-1.4409868,8,S
-0.24036317,-0.28687295,8,M
-1.3670174,1.4353776,8,`
0.03933338,-0.7040584,8,C
1.4978981,0.37742567,8,A
-0.7210863,-1.8654851,8,1
-1.972313,0.15624627,8,0
-0.04786094,-0.5547998,8,B
-1.2715257,0.32652462,8,H
-0.50909984,-0.4580119,8,P
1.3908894,0.4106964,8,x
0.6889385,0.25236967,8,I
0.48519528,-1.0001137,8,W
-0.15441196,-0.31070885,8,D
0.04361467,-0.48970196,8,R
-0.46662962,-0.50740093,8,F
-0.21521915,-0.10445185,8,L
-0.35819224,-0.37384087,8,G
-0.41991517,-0.031897828,8,J
-1.9283757,-0.053303264,8,2
-1.0036201,0.018967139,8,N
-1.970137,0.08363241,8,5
-1.1442116,0.8055247,8,j
0.5703606,-0.3798628,8,9
1.9823903,0.26481822,8,E
1.995648,-0.1318676,8,O
-0.8848679,0.81199473,8,q
-0.6269871,-0.18988436,8,K
-0.7034101,-1.743294,8,3
-0.7009579,-1.7321696,8,6
0.3748006,-1.5408301,8,z
-0.9116534,-1.4867635,8,;
-0.71986187,-1.6758697,8,4
-0.15292996,0.4396238,8,U
0.91408855,-0.7604635,8,7
-1.9805025,-0.06665373,8,8
1.735422,0.99413806,8,$
-1.4921365,-0.69118893,8,:
-1.836792,-0.31606683,8,)
-1.8267479,-0.42533374,8,(
-0.4611542,-1.1190572,8,Y
0.0,0.0,8,~
1.1767454,1.6153531,9, 
1.9022471,-0.5597476,9,e
0.48613268,-1.7038866,9,t
1.2264597,0.23434433,9,a
-0.6443877,1.2482445,9,o
0.048543435,-0.2682335,9,n
0.7564666,0.45852244,9,i
-0.2420322,-0.20160487,9,r
0.71599895,-1.2170694,9,s
-1.6449325,0.9316378,9,h
-1.2822282,0.84998775,9,l
-0.015307279,-0.6599093,9,d
-0.59023774,-0.04464637,9,c
0.9174829,0.50026524,9,u
-1.354412,0.19922122,9,m
-0.69744706,-0.5753012,9,f
-0.35000846,-0.50002253,9,p
-0.19629878,-0.95782745,9,g
1.1378415,-1.6447845,9,y
-0.44761366,-1.3001646,9,w
-1.4354852,0.82232064,9,b
-1.6316522,-1.119971,9,.
-1.640313,-0.42086837,9,","
-1.1982491,0.19448961,9,v
0.5650204,-1.1650641,9,k
1.2775218,-0.540647,9,'
0.5978108,-1.5230343,9,T
0.042625867,0.3603084,9,-
0.87734944,-1.2885001,9,S
-0.22690831,-0.2836974,9,M
-1.3285965,1.441191,9,`
0.054666586,-0.76308256,9,C
1.5080073,0.3577779,9,A
-0.7455147,-1.8558576,9,1
-1.9965881,0.116770655,9,0
-0.062310066,-0.55682355,9,B
-1.335458,0.27911636,9,H
-0.4340791,-0.2514508,9,P
1.3245455,0.47869688,9,x
0.641043,0.22047365,9,I
0.4139562,-1.0859649,9,W
-0.10998463,-0.29699168,9,D
0.04995575,-0.4599905,9,R
-0.47586316,-0.4603409,9,F
-0.15990551,-0.06107446,9,L
-0.28326777,-0.32731363,9,G
-0.46219963,-0.09058812,9,J
-1.9717567,-0.07801652,9,2
-1.0456208,0.02616493,9,N
-1.9984202,-0.03409147,9,5
-1.1487106,0.8193999,9,j
0.51706225,-0.37141752,9,9
1.982519,0.2638517,9,E
1.9994514,-0.04683235,9,O
-0.92390364,0.8736303,9,q
-0.5691906,-0.110527806,9,K
-0.72481954,-1.6968899,9,3
-0.7293482,-1.7200634,9,6
0.47901526,-1.4840438,9,z
-0.96289337,-1.4793212,9,;
-0.7358121,-1.7267854,9,4
-0.2322554,0.561512,9,U
0.83682567,-0.74696964,9,7
-1.9470586,-0.13817593,9,8
1.716375,1.0251238,9,$
-1.5146018,-0.6755751,9,:
-1.8154296,-0.37921506,9,)
-1.7878646,-0.45869145,9,(
-0.48250413,-1.1156868,9,Y
0.0,0.0,9,~
1.1577632,1.629099,10, 
1.9021797,-0.5643276,10,e
0.4828177,-1.6823703,10,t
1.2702502,0.2599655,10,a
-0.68117607,1.2850773,10,o
0.033317097,-0.22855803,10,n
0.74431795,0.4694241,10,i
-0.24285553,-0.17377862,10,r
0.70018363,-1.2247989,10,s
-1.6443715,0.87327343,10,h
-1.2953598,0.87337816,10,l
-0.027679441,-0.702903,10,d
-0.5886593,-0.036894478,10,c
0.90692,0.44237325,10,u
-1.3643546,0.20450775,10,m
-0.7056659,-0.5749528,10,f
-0.3298343,-0.5140388,10,p
-0.2349506,-0.9938451,10,g
1.1326177,-1.648386,10,y
-0.4807749,-1.2889559,10,w
-1.4758079,0.83250654,10,b
-1.5996932,-1.1159394,10,.
-1.6279645,-0.43288133,10,","
-1.1844026,0.16910471,10,v
0.58156174,-1.1411363,10,k
1.3435608,-0.53132516,10,'
0.53600967,-1.5473472,10,T
0.07187195,0.30386528,10,-
0.84751856,-1.2943709,10,S
-0.2114506,-0.2833403,10,M
-1.3407902,1.4399295,10,`
0.10086325,-0.7806834,10,C
1.5464003,0.3916002,10,A
-0.6835009,-1.8303041,10,1
-1.9999989,0.001891111,10,0
0.008369135,-0.5353151,10,B
-1.2820555,0.3663252,10,H
-0.4502165,-0.2733834,10,P
1.282451,0.50488114,10,x
0.7230214,0.21971928,10,I
0.4469709,-1.1153135,10,W
-0.12162194,-0.32010037,10,D
0.017116252,-0.4596181,10,R
-0.4850801,-0.5305666,10,F
-0.20792602,-0.05092393,10,L
-0.38401115,-0.45851234,10,G
-0.5327582,0.011642961,10,J
-1.9792503,-0.08645655,10,2
-0.9873895,0.046340354,10,N
-1.9988925,0.0013449532,10,5
-1.1613044,0.8232906,10,j
0.44520652,-0.339681,10,9
1.9786271,0.23433502,10,E
1.997581,-0.02281833,10,O
-0.8460164,0.8372075,10,q
-0.4871062,-0.19703971,10,K
-0.6705874,-1.6728766,10,3
-0.7644201,-1.5771282,10,6
0.51758206,-1.5985548,10,z
-0.96190834,-1.5591748,10,;
-0.76505965,-1.6695986,10,4
-0.31715506,0.56419694,10,U
0.83795756,-0.71365416,10,7
-1.9802511,-0.051842604,10,8
1.666288,1.106112,10,$
-1.5528858,-0.7346618,10,:
-1.8486135,-0.4076012,10,)
-1.8395973,-0.4991729,10,(
-0.5542805,-1.1738718,10,Y
0.0,0.0,10,~
1.162258,1.6276227,11, 
1.9132624,-0.5506723,11,e
0.5245676,-1.6856487,11,t
1.2297584,0.27488688,11,a
-0.6701839,1.3297925,11,o
0.025543718,-0.22120288,11,n
0.70723987,0.46987337,11,i
-0.22682324,-0.17017558,11,r
0.70380425,-1.2201018,11,s
-1.6575922,0.92739445,11,h
-1.3215164,0.89090127,11,l
0.033961438,-0.70524323,11,d
-0.599289,-0.047617383,11,c
0.9040282,0.4704763,11,u
-1.3544563,0.20602743,11,m
-0.7363285,-0.5203079,11,f
-0.44067714,-0.50594175,11,p
-0.22408545,-0.97680104,11,g
1.1557268,-1.6322669,11,y
-0.5296764,-1.278025,11,w
-1.4449487,0.8156493,11,b
-1.624036,-1.1672647,11,.
-1.5946132,-0.42978966,11,","
-1.1523218,0.18341228,11,v
0.62125605,-1.1205186,11,k
1.4093925,-0.55585307,11,'
0.55823016,-1.5494843,11,T
0.046745874,0.27790585,11,-
0.7749084,-1.2648298,11,S
-0.24587806,-0.29771757,11,M
-1.3400416,1.4772403,11,`
0.06604731,-0.74818355,11,C
1.5212274,0.37204176,11,A
-0.748741,-1.8367046,11,1
-1.9998457,0.024820399,11,0
-0.14251369,-0.59685653,11,B
-1.2968479,0.40787226,11,H
-0.5052463,-0.3880005,11,P
1.274592,0.602853,11,x
0.71467006,0.31324458,11,I
0.5009016,-1.0919828,11,W
-0.09439134,-0.37679002,11,D
-0.04506482,-0.4800934,11,R
-0.5391655,-0.5089895,11,F
-0.15899172,-0.020920102,11,L
-0.32499072,-0.35869697,11,G
-0.506595,-0.1122973,11,J
-1.9866116,-0.18362436,11,2
-0.88610697,0.028869897,11,N
-1.9910594,-0.0049275598,11,5
-1.143407,0.89346,11,j
