dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,epoch,character
0.093904145,-0.1427163,-0.5463224,-0.49273732,0.034487028,-0.37764773,-0.054273967,-0.07737756,0.13643192,-0.17534532,0.8057964,-0.85775775,0.15753518,-0.7587299,0.31648934,-0.22746003,-0.16239706,0.015648121,0.14041957,0.115080975,0.17328893,-0.27269834,0.45136136,0.26430455,-0.002650908,0.6814829,-0.22291414,0.10731898,-0.24938874,-0.25421038,3,b
0.1786747,0.2607172,0.27094927,-0.6391396,0.27165574,0.8666767,-0.5760866,0.07817231,-0.32446668,-0.31361157,-0.38922945,0.2948655,0.44677392,0.5625205,0.66489166,-0.04527878,0.17536415,-0.027876062,0.006248343,-0.25631982,0.21631534,-0.4414355,0.34107998,0.19006686,0.21232377,0.15278603,0.16569485,0.5040736,0.09546998,0.05060855,3,.
-0.11349793,0.18737459,-0.1448614,-0.9307518,-0.22134191,0.07551075,-0.2081837,0.11748566,-0.19685641,-0.45212173,-0.7442855,0.19379218,-0.17694198,0.5652758,0.2833473,-0.470039,-0.0547218,-0.29396355,-0.08492927,-0.3577884,0.4818609,-0.2796724,-0.075940646,-0.2528089,-0.15254891,-0.015221754,0.1763688,0.12329699,0.4489019,-0.7144201,3,","
-0.4107702,0.06676098,-0.26575202,-0.30395782,0.24377939,-0.6199412,-0.30365035,0.2049745,-0.13545698,0.78088945,0.29809657,-0.40835574,0.33624458,0.10029608,0.3027644,-0.16972853,-0.64907086,-0.16127756,0.34518698,0.13941202,-0.12580734,0.038638446,0.75768584,-0.043992676,0.30296236,-0.65581614,-0.0947225,0.42544407,-0.10653487,0.22393647,3,v
0.015779652,0.16554469,0.17139205,-0.20853066,0.3719254,-0.20497914,-0.28806987,0.5605046,-0.00990851,-0.36979404,0.4381368,-0.6728004,-0.39443186,0.6187253,0.17594479,0.3298373,0.107747406,0.45220122,-0.028577194,0.20998272,-0.08223845,-0.26273367,0.15733983,-0.15344198,0.7787904,-0.50608885,-0.6064605,-0.27324992,0.41089368,0.057818554,3,k
0.14287592,0.42111552,-0.44172534,-0.18480901,-0.036849655,0.56429017,-0.4506985,-0.29157057,0.16455096,-0.8858895,-0.20433554,0.7059437,-0.30345657,-0.4131795,0.47684297,0.20247182,-0.49614674,-0.2359691,0.15471986,0.035399966,0.26553798,-0.41782933,-0.2134566,-0.32483932,-0.13849193,0.13589835,0.41830802,0.22641057,0.26470536,0.15449162,3,'
-0.07122206,0.5434371,-0.28823134,0.04642211,0.5736601,0.26307178,0.040625818,0.096791595,-0.15977813,0.0042181374,-0.11522333,0.086405784,0.66646594,0.49254453,-0.4692141,-0.24608243,0.30178115,-0.08878627,0.1545881,-0.3669592,-0.790879,-0.01099917,-0.31507558,0.20032062,0.1629462,0.22423142,-0.36111382,-0.11851272,0.93297744,0.2775336,3,T
0.68449754,-0.4570984,0.38819602,0.40509287,-0.26375976,-0.32089752,-0.024307167,-0.028990325,0.31308374,-0.31412145,0.16578731,0.23757975,0.5546678,-0.26686066,-0.08852361,0.19586626,-0.3081364,-0.34247753,-0.23077168,0.3485705,-0.554968,0.02637679,-0.08139855,0.5046364,-0.6021143,0.7728032,-0.168059,-0.3297025,-0.2598859,-0.082693085,3,-
0.151657,0.14910948,0.357345,0.15734197,0.54039276,0.30298164,0.25074324,0.66441125,0.002117125,-0.50099003,0.64300734,-0.14963748,0.038778078,0.22271532,-0.10273855,-0.43597648,0.17144191,-0.5356619,0.47665182,-0.34721634,-0.009080385,0.20265369,0.17485039,-0.09900972,0.8505199,-0.041427396,0.31283227,0.04491368,0.60229146,0.17563424,3,S
0.0030708425,-0.016909154,0.48087215,0.3885958,-0.27693802,0.23102006,0.61205125,0.4556282,0.08678564,0.467969,-0.28828576,0.44456607,-0.069199614,0.33640194,-0.021976605,0.47670248,0.28794515,-0.005121713,0.21947998,0.043916367,0.24401711,-0.5377133,-0.19668822,0.2598213,-0.27614814,-0.9359359,0.115360685,0.47188044,-0.1901732,0.48983967,3,M
0.2699093,0.40192,-0.13965997,-0.12156458,0.29670268,0.7017337,0.5255218,0.4260788,-0.3393966,-0.41934747,-0.033928514,-0.07888098,0.004374415,-0.068130106,0.15242547,-0.2906915,0.36791906,0.15818702,0.16059473,-0.4492822,0.13254932,-0.15246242,-0.26089165,-0.21756771,-0.7265339,-0.41544244,-0.028353568,0.88303995,0.347758,-0.3614745,3,`
-0.03422421,0.084102646,-0.2301748,0.39182466,0.36695144,0.16858426,0.5002096,0.10520896,-0.1798893,-0.010653794,0.049986716,-0.37422812,-0.29250744,0.97649986,-0.4459236,0.05602137,0.033918466,-0.33478293,0.28968814,0.30458003,-0.32906976,0.2844337,-0.46886876,0.63478065,-0.08533053,0.09785604,-0.72486573,0.30885354,0.061313484,0.26937765,3,C
-0.62623143,-0.7189076,0.4163748,-0.15169263,-0.36403897,0.4466956,0.1105436,-0.11681415,0.0055192127,0.301115,-0.04378871,-0.028281927,-0.0983198,-0.0988471,-0.14441846,0.25609064,0.88858914,-0.5997548,0.6385727,-0.15405506,0.2953491,0.2274652,0.016269576,-0.1624443,-0.25650617,0.052077506,-0.22692157,0.18065578,-0.2924968,0.09374253,3,A
0.3346973,-0.12732914,-0.34987506,-0.1700222,-0.49768114,0.48136544,0.41771162,-0.59203404,-0.040276773,-0.19952147,-0.5414387,0.360825,0.6992319,0.25388986,0.34688845,0.23663768,-0.35669413,-0.06098622,0.11441099,-0.5253249,0.016827269,0.13545667,-0.13956991,0.11315816,-0.2995735,0.13674459,0.4535519,0.09387614,-0.7826571,-0.19739424,3,1
0.062204342,-0.1342359,-0.748771,-0.44021165,-0.07471292,0.4341286,0.41318077,-0.70213205,-0.248456,-0.44679296,-0.5248646,0.3365579,0.7166087,-0.027396914,0.18809418,-0.16105078,-0.32830125,-0.10116047,0.10220663,-0.4367998,-0.0032552658,-0.31270024,-0.0155671025,0.110680744,0.14538875,0.0824348,0.35884556,0.5616397,-0.45740867,-0.17117086,3,0
-0.6455782,-0.32319623,0.057059325,0.12484256,0.2633257,-0.22539996,0.7222484,0.3320752,-0.14468183,0.40731695,0.54390424,-0.12873198,0.49360275,-0.17631587,-0.3181292,-0.017913003,0.35504514,-0.111337714,0.6119039,0.034606386,-0.29187727,0.033913076,0.36921468,0.39669207,-0.16761963,0.69650763,-0.45254853,-0.033456616,-0.35125238,0.26234987,3,B
-0.53236264,-0.28088877,-0.3014884,0.093698695,0.52303827,-0.46316066,-0.18717249,0.19761036,-0.06449273,-0.15413617,0.5831463,0.88743055,0.19562332,-0.5110344,-0.19881463,0.13578378,0.5802932,0.18302403,0.30101666,0.23223884,-0.32156435,-0.35286883,0.1186695,0.26309317,0.3011487,0.34341088,0.19653957,0.2606282,-0.13865346,0.4679867,3,H
0.16698104,-0.03943542,-0.41389352,0.74755967,-0.3066673,0.012234846,0.09253446,0.17969216,-0.14632125,0.3875501,-0.35791007,0.34389776,0.2666061,0.23252788,-0.32976022,0.106796086,0.50266314,0.13967854,0.702264,-0.2637901,0.24301076,-0.16819113,0.39685005,0.002501714,-0.15235828,0.49133068,-0.9729903,0.110202596,-0.2816776,-0.2439295,3,P
-0.35463223,0.1838464,0.41817456,-0.43026155,0.43846348,0.09736075,0.032886807,0.5115208,0.0082236035,-0.50792813,-0.05342965,-0.28064045,-0.20322317,0.7955551,-0.3408786,-0.30898193,-0.08066764,0.6540987,0.34921098,-0.20515527,-0.018260865,-0.039379664,0.5950208,-0.2824044,0.53187615,0.21923271,-0.34933195,-0.030916078,0.40596074,0.100605965,3,x
-0.5850052,0.1990394,-0.6954652,-0.13456997,-0.014224105,0.22240534,0.53563315,0.37071314,0.34146348,-0.3867396,0.4138473,-0.17684653,-0.35703573,0.4212366,0.525521,0.0229851,0.61276424,-0.5704083,0.28066698,0.19754498,-0.16418442,-0.45185164,-0.16107336,-0.16041814,0.32729238,0.15537217,-0.261191,-0.10292172,0.105301924,-0.40892348,3,I
-0.10383726,-0.012171531,-0.30170307,-0.07681811,0.3018365,-0.108167484,0.63153183,0.11228106,-0.08410008,0.02778794,-0.08319729,0.36116874,-0.10125295,-0.068364196,0.3394242,0.06938051,0.10561963,0.39019334,0.8697145,0.2071794,0.17596115,-0.017583804,0.3131769,0.6064506,0.098654054,0.55232185,-0.41466585,0.8092322,-0.5730948,-0.40968204,3,W
-0.61779016,-0.41475672,0.15030605,0.493153,-0.21229291,0.209687,0.05927858,0.8254397,-0.4296993,-0.08862152,-0.27558985,-0.09488417,0.19682539,0.5854239,0.073259465,0.47246194,-0.58757704,-0.13278992,0.39229277,-0.055052344,0.030502347,-0.6034492,0.32113355,0.32167566,0.22892444,0.08286462,-0.2947514,-0.11990227,0.12850772,0.41849482,3,D
0.08247706,-0.16423255,-0.008496381,-0.20111275,-0.022230636,-0.0975359,0.6576993,0.16605355,-0.06392903,-0.208079,0.14025047,-0.11433955,0.46501872,0.67353344,0.18070838,0.26774698,-0.65019315,0.32826442,0.3003896,-0.34550655,-0.024470659,-0.23490831,0.46396628,0.19662303,0.71177095,-0.5416436,-0.000658785,0.42630753,-0.7483513,0.04180858,3,R
-0.33609396,-0.25641832,-0.32288855,-0.09809758,-0.06914323,-0.16860007,0.12143038,0.30257115,0.028959308,0.6366893,-0.035863608,-0.16491136,0.6214468,0.32732186,-0.6586519,0.74651444,0.5597486,-0.3649857,0.015687332,-0.4426328,0.1595211,-0.23518634,-0.0025299992,0.5585399,-0.24141675,0.33481205,-0.06563917,-0.010772614,0.27342406,0.36279666,3,F
0.6075506,-0.3714221,0.14966534,-0.043663442,0.24653889,-0.20172428,0.12517017,0.45923892,-0.046011325,-0.51266426,0.5132627,0.3034461,0.39834276,0.14048281,-0.26742664,0.29257274,-0.021857757,0.30247787,-0.41768965,0.25897273,-0.090300724,-0.23451525,0.7040649,0.24517338,0.6226101,-0.09992835,0.36127228,0.10527245,-0.46819487,0.2300433,3,L
-0.06858465,-0.25734183,-0.105524875,0.49842218,0.20872113,0.096824825,0.022025242,0.34810457,0.0085689295,0.5062736,-0.16666207,-0.1793486,0.3324347,-0.068414986,-0.73546773,0.6220537,0.10353203,-0.055607397,1.0380107,-0.28416383,-0.31127396,-0.47114006,0.4758198,0.36743182,-0.0013437069,0.00015942102,0.009080093,-0.2944855,-0.43486062,0.08551207,3,G
-0.46243834,-0.16576615,0.1969113,0.75246376,0.3840391,0.32620567,0.1221083,0.29711327,0.32421044,0.059575796,-0.066103235,0.38060215,0.583026,0.33401766,-0.19321658,0.42075863,0.6362877,-0.03928558,-0.21364069,0.09580431,0.043573342,-0.20319913,0.033548385,0.5258703,0.03477498,-0.17456305,-0.24576528,0.17140944,-0.03975278,0.9307358,3,J
0.12571277,-0.17166202,-0.7031274,-0.011477091,-0.69371724,0.4066541,0.37137222,-0.16568457,-0.03707167,-0.016277613,-0.6357621,0.099062964,0.49842104,0.13068317,0.33572778,0.047617424,-0.62000906,-0.5457045,0.5962203,-0.34193462,-0.21111292,0.05139637,-0.42268795,0.25259647,0.1950224,0.11674441,0.33065102,0.22387533,-0.4259232,-0.053162403,3,2
0.08868531,-0.05301404,0.26901335,-0.16346385,0.65242344,0.1884571,0.55463797,0.268607,0.027351666,-0.56025463,0.46357483,-0.077741206,0.45482764,0.5297171,-0.22457525,-0.37324277,-0.3238435,-0.021392073,-0.10412023,-0.093722366,-0.5022778,-0.17442131,0.45023122,0.49226236,0.51313025,-0.11926382,0.0327456,0.16204672,-0.14968158,-0.06421095,3,N
0.08661956,-0.17464635,-0.48844668,-0.14091958,-0.10523826,0.40718126,0.32384485,-0.14703387,0.015863737,-0.3450482,-0.5952704,0.5057805,0.6194534,0.0031597894,0.2561542,0.29723787,-0.67248064,-0.2333567,0.61445314,-0.33347476,-0.21878804,-0.2261837,-0.36949694,0.38537708,-0.10552448,0.22551943,0.21331863,0.15423071,-0.5741672,-0.067208365,3,5
-0.15234736,-0.13704047,0.039986994,-0.09984449,0.1695662,-0.6184876,-0.054309957,-0.066075854,0.07887959,0.38725662,0.67296076,-0.49460188,0.5733703,-0.50074035,-0.8932599,-0.29797593,0.3664053,-0.16166097,-0.5366869,0.05717156,0.028566271,-0.21820584,0.6613622,0.018554155,0.10424454,-0.1584488,-0.16687538,-0.13061017,0.04387663,-0.4327645,3,j
0.40275973,-0.29626685,-0.4522089,0.16740198,-0.3089861,0.39931953,0.24723324,-0.038011767,0.03246022,-0.9966198,-0.26762208,-0.10019563,0.22434516,0.13603348,0.41245383,-0.40244853,0.2730855,-0.56263596,0.5610784,-0.20724882,0.12605675,0.26511997,-0.6508275,0.011158648,-0.13057819,0.08864199,0.12169149,0.11198575,-0.30928823,-0.094869554,3,9
-0.19867669,-0.7985298,-0.16587137,0.50232506,0.003591368,0.29071113,0.041128054,0.34070796,0.6115975,0.49716237,0.48491585,0.12440564,0.10718924,0.53179646,-0.13419873,0.14932762,-0.24623036,-0.48099205,0.85139304,-0.29603505,0.119027875,-0.3373318,0.47000185,-0.11792631,-0.25418195,0.16560781,0.21932863,-0.044129837,-0.03248783,0.054527637,3,E
-0.113878846,-0.46244258,-0.48513305,-0.28920165,-0.08742917,0.7154347,0.2678205,0.104188435,0.6138765,0.5260484,-0.23322478,0.5383211,-0.37130222,-0.16958095,-0.40622666,0.36556092,0.25017023,-0.4742427,0.30348992,0.46158785,-0.17943937,0.16853616,-0.45450613,-0.052935444,-0.5501418,-0.06971599,0.24088973,0.05296498,0.0175555,-0.28264585,3,O
-0.33526188,-0.15192729,0.3134571,0.17870402,-0.3931368,-0.55182266,0.39302176,0.4431851,0.14511439,-0.2320356,0.32878277,-0.43922856,0.32400608,-0.09314191,-0.6138431,-0.29521042,0.52616566,-0.29926577,-0.7675318,0.056286257,-0.25297737,-0.04940742,0.0904869,-0.49731037,0.14576258,0.12895857,-0.4996731,-0.6294405,0.07892031,-0.015941063,3,q
-0.27007493,-0.06720345,-0.30320677,0.09409529,-0.06278497,0.13896045,0.6858193,0.5266952,-0.34233305,-0.38063207,-0.26259163,-0.081671424,-0.1465559,0.5225433,-0.5927842,0.17576176,-0.25343853,-0.23640698,0.9338001,-0.34023473,0.44566563,-0.053041063,-0.09552625,0.281238,0.15562476,-0.5309509,0.15688777,0.303529,0.41020274,0.13505888,3,K
0.1796152,-0.18552306,-0.3836943,0.22446407,-0.5154034,0.57246405,0.4872183,-0.26321533,-0.052721158,0.056865584,-0.7326637,0.26003957,0.42101225,0.13695416,0.31980786,0.047093745,-0.6111402,-0.3101623,0.5813586,-0.32267296,-0.04449933,0.18326183,-0.37282288,0.36130515,-0.17380607,0.26120305,0.2895524,0.16220532,-0.62574375,0.14268616,3,3
0.026303984,-0.03274918,-0.26393756,-0.043421455,-0.24122824,0.6049971,0.6056829,-0.21110421,-0.23861785,-0.12726258,-0.5130766,0.39620295,0.32291308,-0.099654034,0.5145784,0.32795164,-0.8357536,-0.07958499,0.51912665,-0.282552,0.12421129,-0.17143893,-0.1936859,0.36020437,-0.03217633,0.21978939,0.46804205,0.10642361,-0.74190676,0.12152,3,6
0.19417474,0.087416776,-0.4287482,0.34132704,0.43887714,-0.25715372,-0.650735,0.19958624,-0.10935228,0.033214968,0.2532414,-0.06478653,0.44153467,-0.4336286,-0.032053333,-0.24715437,-0.82575214,0.31706634,0.80140454,-0.19549441,-0.39662546,-0.457686,-0.045521606,-0.21243873,-0.18614621,-0.096389204,-0.29123744,0.5654643,0.052374486,0.27873734,3,z
-0.05540692,-0.14409931,0.029347302,-0.33931518,-0.45531645,0.015448144,-0.07712883,0.6434937,-0.14406167,-0.2578635,-0.7408881,0.09622063,0.03633859,0.47615796,0.22565705,0.3257417,-0.16246149,-0.27884966,0.23422211,-0.5850495,0.44886538,-0.56137437,0.5552805,-0.0062349527,-0.030792873,-0.41390622,0.36858237,0.15266982,-0.34701765,-0.651113,3,;
0.035943016,-0.21711777,-0.28113443,0.2648429,-0.3729738,0.7475738,0.44437584,-0.32185036,0.07795715,-0.24937603,-0.56464297,0.5884923,0.50692385,-0.03623652,0.58102214,0.23638089,-0.45950848,-0.39632234,0.3645871,-0.3601698,0.037677467,-0.07822722,-0.32540405,0.35926405,-0.06877207,0.12989794,0.35325742,0.038516,-0.48173064,-0.13159145,3,4
0.049078215,0.36657345,0.13883407,-0.03994365,-0.14493257,0.6659267,-0.29942828,-0.438637,0.009153559,0.3627407,-0.173094,0.5266705,-0.047267202,0.8135726,0.28257573,0.5833336,0.0017801016,-0.12849614,-0.40356672,0.21898906,-0.4074191,-0.4253152,-0.49075207,-0.0039973436,0.06636155,-0.61532325,0.17560634,-0.3846212,0.22248474,-0.36133018,3,U
0.22064324,-0.24981351,-0.25003546,0.087559044,-0.37986267,0.3592138,0.52693,-0.30890498,-0.21088168,-0.044566385,-1.0589184,0.5561124,0.30872434,0.030741483,0.4154404,0.09054838,-0.38373595,-0.48366922,0.31405804,-0.22394067,-0.09819382,0.15396522,-0.3336607,0.31325284,-0.24348027,0.15364243,0.2884671,0.45221245,-0.3915198,-0.2721067,3,7
0.09688214,-0.2751961,-0.3709949,0.24204168,-0.2809018,0.29845333,0.38791817,-0.3026384,-0.20811239,-0.23457503,-0.6879808,0.61182386,0.014057143,0.014825273,0.3898167,0.13010997,-0.5481803,-0.36029217,0.67091036,-0.5083269,-0.06948293,0.11382934,-0.60420555,0.15366119,-0.14043346,0.060326986,0.38394672,0.36200067,-0.5784142,-0.096046485,3,8
0.48459774,0.17462784,-0.08022766,-0.17814092,-0.27013552,0.21168,-0.03272535,-0.7803338,-0.059379637,-0.6890041,-0.06895731,0.31583816,0.17453809,0.28795803,1.0447985,-0.22293048,-0.20338193,0.043002695,-0.08183913,0.13002917,-0.3627406,0.40192175,-0.5637435,0.32894576,0.1308703,-0.10592978,0.18967453,-0.31535724,-0.0815149,-0.41821828,3,$
-0.021335555,0.014802576,-0.23633294,-0.63959575,-0.089212656,0.33993962,-0.16307223,-0.30714962,-0.38392308,-0.3705194,-0.46802992,0.03094257,0.18367575,0.2832401,0.8756436,-0.12687203,-0.31842414,0.34484258,-0.0008168708,-0.77823347,-0.18387261,-0.22521909,-0.06734701,-0.18398292,0.69699574,-0.33032176,0.33511522,0.14602692,0.3348138,-0.31451413,3,:
-0.015223548,-0.0019555797,-0.5693378,-0.32792604,0.39054358,0.24022526,-0.6260942,0.12613489,-0.09204659,-0.4067625,-0.55981874,0.009551511,-0.12145582,-0.035535887,0.470499,-0.4470956,-0.59150445,0.028250284,0.15674946,-0.48847294,0.34840092,-0.17713742,0.21737443,-0.29898775,0.018193327,0.2551022,0.3584825,0.45917684,0.040436186,-0.68631977,3,)
-0.089981824,-0.16956395,-0.08907701,-0.6252253,-0.102378435,-0.059379645,-0.09143364,0.27941456,-0.09477375,-0.7584003,-0.7527106,0.10530139,0.01608542,0.092369065,0.23683727,-0.40647653,-0.65256196,-0.13512704,-0.7256737,-0.18970226,0.22455981,-0.2540637,-0.10639322,-0.3380792,-0.041243255,0.159164,0.17239611,-0.3984789,0.7370254,-0.118176855,3,(
0.0101947915,0.02433328,0.6442874,-0.22212523,0.0782869,-0.10627851,0.5162117,-0.0102602625,0.06744897,0.4350936,-0.085942335,0.38910136,0.3704538,-0.20846345,-0.676677,0.7720768,0.32695872,-0.34929657,-0.069898635,0.061088957,-0.038823657,-0.52142817,0.24544977,0.68570143,0.4578999,-0.057174705,-0.1513585,-0.24675749,0.01231215,-0.015774256,3,Y
0.041057497,0.10856402,0.4815776,-0.4981128,0.20563538,0.18917523,0.199912,0.48609257,-0.23455037,0.14844175,0.12068178,0.6670774,0.2661724,0.05011208,-0.3029876,-0.4105923,0.39103296,-0.059415903,0.6656581,-0.1438104,0.10224007,-0.18963505,0.763471,0.03392476,-0.23881382,0.024769932,0.39415255,0.43526268,0.5403204,-0.3664305,3,V
0.39647904,-0.16977707,-0.26752138,-0.27677834,-0.31853777,0.19239713,-0.00506705,0.21755528,-0.09855577,-0.43782791,-0.27305192,0.51716536,0.7095298,-0.074815415,0.42698792,0.036424037,0.49664092,-0.36086804,0.69108593,-0.18753275,0.39819327,-0.5007141,0.6986307,0.13315731,-0.19648309,0.029405406,0.0018784696,0.49335375,-0.10261713,-0.38174787,3,?
0.16893826,-0.027611898,-0.3594225,-0.3242628,-0.013544509,0.28836998,0.14860421,0.46959186,0.039122842,-0.5142593,-0.39603612,0.4783004,0.40833598,0.085991375,0.052511692,-0.10472182,0.29383996,-0.72612065,0.08104096,-0.28405166,0.3080849,-0.54164636,0.83127415,-0.042347457,0.14301595,0.23411682,-0.33220345,0.5687653,0.11575714,-0.32018903,3,!
-0.0505885,0.274024,0.15039638,0.27725777,0.12182188,0.24272873,0.18207614,-0.042378947,-0.056364797,-0.43551224,-0.6283812,0.46780765,0.49471354,0.3356155,-0.045373395,-0.34557867,-0.41452911,-0.7328588,-0.26372564,-0.3807138,0.1932083,-0.49511728,-0.39255574,0.1322485,0.00896533,0.7698828,0.032850448,0.08086737,0.50884205,-0.43809536,3,&
-0.18760206,0.4423659,-0.26459432,-0.0117874155,0.57208383,0.09531721,-0.5693537,0.05273417,0.07640677,-0.3514656,0.07333321,-0.697975,0.49426323,-0.18918031,0.4323536,0.011916131,0.067469224,-0.5288938,-0.5349435,-0.25785348,0.1333143,-0.1797537,0.26722586,-0.08504149,0.34840223,0.5595728,0.4026311,0.12021481,-0.23144646,-0.71853465,3,%
-0.27312055,-0.20279375,0.5697293,-0.030544937,0.39371866,-0.122979745,0.0027995526,0.25082752,0.08944421,-0.1776253,0.3390456,-0.25119674,0.61283904,0.38094527,-0.24044363,-0.2603563,-0.3608934,-0.39116767,0.6134723,-0.40072167,-0.42018512,0.07628621,0.21505266,0.3713084,0.16739187,0.14888081,-0.23120232,-0.12964793,-0.12803526,0.91126424,3,Z
-0.5289413,-0.38320133,0.112978004,0.7990377,-0.5662725,-0.52569807,0.4941893,0.29110008,0.40666988,-0.24735865,0.3777724,0.15581656,-0.029672157,0.018183181,-0.9141741,0.27450943,0.2694499,-0.34561616,-0.043068856,0.12890236,0.24165195,0.13100219,0.3905883,0.09695875,-0.028733833,0.33710423,-0.17851467,-0.1289456,0.1500985,-0.23832378,3,Q
-0.26029286,-0.036305264,-0.4700429,0.12802754,-0.686697,0.5056762,0.5629599,-0.06686328,-0.04813775,-0.36439237,-0.47055745,0.05263483,0.23165892,-0.2740022,0.16444558,0.14902426,-0.4661346,-0.5648341,0.3117973,0.5838923,0.6398672,-0.3664418,0.16994096,0.32898062,-0.10940432,0.13678153,-0.08161064,0.16104826,-0.61245733,0.11828384,3,/
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,~
0.25605527,-0.1610862,0.6258653,0.020296143,-0.19523971,-0.79683924,-0.17224394,-0.2880886,0.20449351,0.06125533,0.30161077,0.25632182,0.25931126,0.2199682,-0.0993465,0.51905084,-0.0116289705,-0.0009388416,-0.49337077,-0.015146809,-0.66844666,0.6445718,0.10931008,0.1386908,-0.09976345,0.3780422,0.5281049,-0.37240887,0.30105346,0.56985456,4, 
-0.0024032022,0.12038069,0.27307975,0.6123541,0.07469488,0.18821824,0.113362126,0.53259337,0.6847799,0.25800332,-0.2726042,-0.13157402,-0.78164804,0.60765016,0.065952756,-0.32636532,-0.2705323,0.3750884,0.10641054,-0.41591856,0.1541628,-0.57779634,-0.054645978,-0.49358532,-0.2573465,0.016173165,0.19822127,-0.54222894,-0.049896136,-0.2071046,4,e
-0.0114512015,1.0148344,-0.15511802,-0.028740339,0.1348728,-0.047811158,0.31378683,-0.15291747,-0.39011163,0.30730054,0.31979573,-0.1428541,0.209997,-0.014060861,-0.09110682,-0.21887161,0.27849138,0.92093956,0.097371995,-0.29614654,-0.04840575,-0.10130601,-0.31037438,0.18545271,-0.073533,-0.454004,-0.22091366,0.18812847,0.67687327,-0.22825134,4,t
-0.67491055,-0.54502827,-0.17723629,-0.5583265,-0.46567735,0.3279386,-0.09719257,0.32639268,0.30880678,0.15885586,-0.13200486,-0.0012544491,-0.2166427,0.23954587,0.21305512,0.11134666,0.62506247,0.11921934,-0.08793195,-0.22938849,0.19533423,0.3128996,0.58705336,-0.38056773,-0.15853313,-0.9123276,0.24695182,-0.37169757,-0.076740704,-0.102423616,4,a
0.1336045,-0.3428388,0.043941993,-0.124095544,-0.17235097,0.14307596,-0.35142377,-0.0011049218,0.5613424,-0.04761833,0.7470945,-0.29782006,-0.5992582,-0.41916263,0.1536948,-0.370497,0.46940848,-0.11759662,-0.16403727,0.9437013,-0.15907627,-0.16969205,-0.24746385,-0.40564144,-0.30865693,0.07304327,-0.07736916,-0.4946056,-0.33863792,0.32923287,4,o
-0.20807894,0.5346112,-0.11316738,0.074119724,0.5559534,0.23091371,-0.35694453,-0.063232504,-0.28310946,0.33031,-0.12409185,0.3968452,0.04296526,-0.5420478,-0.6174087,-0.2693646,-0.21664838,-0.04882312,-0.26552,-0.03248063,-0.12677492,0.06363739,0.03234832,-0.5477544,0.3841384,-0.49037826,0.43504637,0.7307446,-0.37267596,-0.34990487,4,n
0.08156373,-0.228696,0.0975577,0.081409544,-0.41311115,-0.21012305,-0.31139147,-0.17268445,0.43522453,-0.5695512,0.09219537,0.3988958,-0.83665156,0.81801087,-0.11942159,0.3045588,0.11461989,-0.16551882,-0.107116185,0.2504049,0.050087467,0.23193207,0.07385094,-0.33096427,0.33157662,-0.45433515,0.14576116,-0.3630676,-0.08020398,-0.7375776,4,i
-0.37542865,-0.03675364,0.09727351,0.06065202,0.23748742,0.021010939,0.3745518,-0.35138166,0.16632828,0.26499194,-0.2112031,-0.19072492,0.21804406,-0.3859498,0.045520358,0.23518535,-0.5470413,0.24309969,-0.29718438,0.4439601,0.089000545,-0.24957488,0.90618765,0.09225493,0.91449684,-0.6405029,0.10040531,0.024700833,-0.32398096,-0.33713943,4,r
-0.15286498,-0.051359024,0.03707537,0.5336013,0.72489923,0.06882419,-0.10392435,0.34684744,0.018095322,-0.5317945,0.21455334,-0.39474818,0.28246278,-0.052409194,0.18610641,-0.6085479,0.4750485,-0.6018214,-0.22292015,-0.15252227,0.0402193,0.3925764,-0.024800422,-0.31066152,0.5972861,0.1457442,0.14294642,-0.015005866,0.8074892,-0.22332661,4,s
-0.49397546,0.013976717,0.45189142,0.05727988,0.8105804,-0.07975649,-0.4601168,0.17563635,-0.21676971,-0.19889419,0.003987762,0.2889678,0.3214666,-0.31027195,0.24015532,-0.30179784,0.2660486,0.23488571,-0.36654323,0.5724411,0.46119663,-0.47495946,0.3250539,-0.037093416,-0.3121345,-0.46445933,-0.55482984,0.0154475225,0.45624748,-0.24054417,4,h
-0.92518884,-0.075234175,-0.031851232,-0.31673664,0.24086633,-0.056213085,0.36969078,-0.011737475,-0.42279404,-0.015480922,-0.1839499,0.14171657,-0.25516912,-0.08869082,-0.19932584,-0.07627264,-0.052035287,1.1255058,0.24548586,0.21807414,0.19546194,0.09203808,0.46617615,-0.03829645,0.3077604,0.74709207,-0.24894506,0.18770328,0.029776018,0.30641887,4,l
-0.025159573,0.009981629,-0.6545014,-0.24077573,-0.22618121,0.15824743,-0.45407438,0.8352726,-0.69019675,0.28603873,-0.14928573,-0.15806061,0.386124,0.15157072,-0.07647234,0.16433634,-0.33573735,0.11352545,-0.4797236,-0.011569873,0.29031268,0.14880842,0.1727641,-0.24362028,0.087517984,0.1339869,-0.95484024,-0.36392906,-0.20248327,0.1862297,4,d
