dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,epoch,character
-0.7023717,0.23621154,-0.28725207,-0.4909315,-0.059327755,0.17322844,0.03675198,0.24438398,-0.30354428,0.16255473,-0.16935651,0.48980606,-0.9136327,0.08970369,0.05743335,-0.15945601,0.6803461,0.5645712,0.054986116,0.190784,0.2875963,0.15554273,-0.33175135,-0.2660042,0.14061686,0.73074794,-0.20222555,-0.18484978,-0.012788539,0.19065146,0,l
0.23133406,-0.3719687,-0.30950576,-0.18988647,0.055516105,0.5989039,-0.5667209,0.7331356,-0.800186,0.18841642,0.27995044,-0.22758107,-0.10023965,0.13819973,-0.073158085,-0.023352789,-0.12816633,-0.2338447,-0.22042105,-0.120029256,0.23211242,0.30496907,0.09481727,-0.260048,0.1388079,0.27334553,-0.9918304,-0.33128962,0.26391903,0.010837616,0,d
-0.45882294,0.049907282,0.107964076,0.16865593,-0.09537762,-0.117838435,-0.110801786,0.091966614,0.22928244,-0.07740108,-0.32924616,-0.06531236,-0.49528736,-0.035804734,-0.5680469,-0.65916175,-0.44363582,-0.11368216,0.15340428,-0.10864258,0.4146389,0.59152323,0.54965144,-0.30208796,-0.7597071,-0.26820675,-0.52262735,-0.003532696,-0.08288818,0.6624159,0,c
-0.4891656,0.5539855,0.43114784,-0.035380833,-0.16123377,0.45538753,-0.7475646,0.04494375,-0.08273856,-0.4591214,0.25866148,0.47139332,0.081945255,-0.19308951,0.46673527,-0.59226227,0.06610335,0.13238458,-0.21083558,0.54081494,-0.3516715,-0.45909134,0.1567843,0.10326446,0.3027115,-0.69406134,0.06232704,0.17834498,-0.054655142,-0.11186698,0,u
0.11559582,-0.2641343,0.6523973,-0.5142933,0.07716455,0.10676261,-0.21484043,0.16252698,0.47041157,0.10814514,0.49758458,-0.3494812,0.08625309,0.20944645,-0.5655196,0.15264249,0.2433922,0.045937944,0.05354248,-0.33644095,-0.007150603,0.8125831,0.27759367,0.7417055,0.008161807,-0.11614534,-0.34685817,-0.23485193,-0.5258687,0.45738426,0,m
-0.6085284,0.17735903,0.17256479,-0.7541646,0.064894475,0.17922811,0.21687521,0.3932596,-0.24815193,-0.0024750263,-0.10641531,-0.14222288,-0.07410653,0.417948,-0.35632437,0.38281155,-0.3384649,0.21822418,-0.2186005,-0.23940033,0.6965632,0.13656665,-0.14278081,0.24902949,-0.0004114196,-0.9212347,0.24704972,0.15797487,0.0013674708,-0.653188,0,f
-0.34607193,-0.6354213,-0.42505258,-0.08946587,-0.048752874,-0.55207294,-0.02010144,-0.3314084,0.1170598,0.38735014,-0.6183513,-0.6369126,-0.0037952834,0.22412115,-0.2572256,-0.304144,-0.053384926,-0.116266616,0.51820254,-0.3842592,-0.0372932,-0.12843937,-0.19269308,-0.19568625,0.6318004,-0.44346753,-0.3548826,0.3805978,-0.5458689,-0.13877448,0,p
0.1252751,0.14730673,0.16041479,0.12915699,-0.3143068,0.5178459,-0.5205348,0.66781515,-0.072151914,-0.3513846,-0.39496684,-0.64797705,0.12622955,0.22948292,0.038536645,-0.4226074,-0.25847596,-0.9095194,-0.05441813,0.17437,-0.25517952,-0.348725,0.55334866,-0.43680406,-0.10378732,-0.37176964,0.08049565,0.0857356,0.3026362,-0.13249347,0,g
0.28811774,0.13326748,0.380257,-0.1881555,-0.85510904,-0.10989401,-0.35511595,0.30576685,-0.1318983,0.16497664,-0.28785056,-0.5357564,-0.2466441,-0.13268702,-0.18322413,-0.038376242,-0.19768848,-0.12783651,0.23209256,-0.8661798,-0.6201622,-0.6049287,0.013659293,-0.25545266,-0.1233423,0.61017054,0.25867718,0.2642602,-0.011313496,0.16856594,0,y
0.15065753,0.46261153,0.07215314,-0.19554241,-0.1815461,0.23977374,0.021113139,0.197205,-0.23608012,0.5628553,0.16523488,-0.18883517,-0.35430315,-0.62247485,0.6003639,0.42704007,0.7458996,-0.2300955,-0.22114481,0.24440506,0.26778674,-0.32528922,-0.14551888,0.64329267,0.6874557,-0.11735648,0.26484722,0.08734215,0.39696032,0.21579213,0,w
-0.4582346,-0.39200422,0.11829818,-0.069419146,-0.88110507,-0.32777223,-0.2128415,0.24132787,0.17165901,0.09738962,0.013026298,0.15087673,-0.11077195,-0.41349617,0.05289887,0.41673014,-0.1801228,-0.20182563,-0.6516323,0.2115425,0.15443376,-0.09268976,0.76155293,-0.035534777,0.31070206,0.36086673,0.615659,-0.24470681,-0.61037594,-0.11901547,0,b
0.4219997,0.42222738,-0.11356956,-0.49923116,0.012726078,0.6594663,-0.03754082,-0.48818785,-0.114348255,-0.06713509,0.16534652,-0.7522692,-0.1718433,0.01413958,0.44873598,-0.013921411,0.23993884,-0.18589553,0.8914841,-0.36600736,-0.080737405,-0.20548141,0.54985666,0.048405133,-0.40230265,-0.16155967,0.15085138,-0.045997314,0.47410685,-0.2296496,0,.
0.5100052,0.316881,0.73374933,-0.7196238,0.30984965,-0.22114788,-0.36159512,0.49679494,0.04022895,0.18418406,-0.44348294,-0.003026777,-0.23531812,0.3191741,-0.14311557,0.092169255,-0.27450573,-0.38349268,0.01304852,0.06404239,0.03303189,0.4997662,0.30355456,0.09157807,0.05195709,0.3584414,-0.38707724,-0.28616992,0.44174963,-0.71146804,0,","
-0.5046067,0.18066283,0.36380765,-0.6822741,-0.205534,-0.43066266,0.621419,-0.13757172,0.1174141,0.6035126,0.2542919,-0.09465154,-0.15609139,0.20304266,0.14389652,0.22305444,0.14842616,0.55937773,0.082281806,-0.11087052,-0.7314685,0.2707999,0.25989565,-0.17141062,0.5863149,-0.34099743,0.14422087,0.31295303,0.19175024,0.46854517,0,v
0.31691945,-0.43283334,-0.13933413,-0.07567858,0.09776605,-0.10493048,0.49642318,-0.09570503,0.002783081,0.28973222,-0.33773655,-0.47514927,-0.7273452,-0.034030426,-0.25121775,0.48994255,0.17885703,0.031098166,-0.064366706,-0.29668164,0.4366606,0.27509883,-0.22776581,0.44024938,0.51265585,-0.60738313,-0.86939186,-0.08965391,-0.23381224,0.25755674,0,k
-0.076561555,0.31574947,0.11107161,0.79106706,0.030511655,0.37193918,-0.3275465,-0.40324944,-0.15958913,-0.8820375,0.25695434,-0.041320015,0.45213747,0.21269897,-0.07921954,0.21733989,-0.47979197,-0.11067755,0.44836473,-0.08220338,-0.13822101,-0.60955906,-0.39056644,0.21764539,0.3415212,-0.1344694,-0.20802516,-0.128607,0.6583373,-0.063397415,0,'
0.3426233,-0.045275945,-0.376044,-0.13074617,-0.33805093,-0.3812637,0.35683143,0.3115521,-0.2178068,0.49915314,0.08189274,0.7971911,0.1587253,-0.25617033,-0.64505696,0.7060391,0.7199916,-0.4350707,-0.24165489,-0.4344704,0.21796922,-0.15282264,-0.06801247,-0.076155305,-0.19239907,0.36564735,-0.08370176,0.056593735,0.01754868,0.2764824,0,T
0.6732612,-0.43190965,-0.24032019,0.5697782,-0.2719464,-0.22041485,-0.0062772315,0.16995828,-0.15797026,-0.6031484,0.43987557,0.26301092,-0.28180504,-0.30477235,-0.013854968,-0.014110868,-0.12286004,0.38910306,0.48409274,0.14535686,-0.13585494,0.07125257,-0.015625302,0.27224818,0.18535142,-0.11815454,-0.67831004,-0.5167399,0.8189215,-0.19045037,0,-
0.04591306,0.08534829,0.10873425,0.19242696,0.17717245,0.3219591,0.54229313,0.29481673,0.15008397,-0.44560283,0.9638838,-0.22988226,-0.363889,-0.07930588,-0.24354115,0.10824706,-0.23956177,-0.468236,0.7066248,0.1531278,0.43056592,0.51686734,0.24579822,0.13307056,0.34024575,0.39682233,0.4009325,0.15465832,0.35401413,0.31571937,0,S
-0.3812833,-0.0014440481,-0.3636629,0.6407115,-0.072425745,-0.17839885,0.2514552,0.48019847,-0.16332366,-0.6073803,-0.09667339,-0.07572376,0.52037156,0.285077,-0.058044564,-0.42988056,0.1633848,0.35750958,-0.56397796,-0.38125515,-0.14907299,0.15139979,-0.34345216,0.5838142,-0.061349466,-0.02443302,-0.07651857,0.5429811,-0.56125104,0.5368007,0,M
0.33469835,0.009057974,-0.43656695,-0.44434094,0.43395624,0.3783861,0.53843755,0.6140229,0.3644446,-0.16943173,0.18616308,-0.4408733,-0.37039965,0.16624996,-0.16008034,0.18010822,0.3373729,-0.0937237,-0.19418447,-0.002876675,0.44942316,-0.43608242,0.30695355,-0.08162821,0.22913039,-0.9045833,-0.38910782,0.38809088,-0.20221874,-0.14471416,0,`
-0.102578185,0.40577286,-0.78757477,-0.040204357,-0.22034714,-0.003159789,-0.37353966,0.3333951,-0.43703797,-0.30154476,-0.24014518,0.26126492,-0.75194955,0.044811446,-0.113402374,0.035771117,-0.51764387,-0.5233034,-0.058423586,0.522024,0.091291845,0.2626014,-0.5497267,0.51135427,-0.24298067,0.07531358,-0.25055212,-0.50108004,-0.27182424,-0.05561929,0,C
-0.19699836,0.18582083,0.10420822,0.030931331,-0.13126849,0.28875303,0.32997274,0.062615104,-0.1463764,0.84493685,-0.35734326,0.5471947,0.1324513,-0.16901115,-0.25355735,-0.19937663,0.16210413,-0.6342815,0.04397937,-0.8343712,0.2751369,-0.2766102,0.26350632,-0.5436853,-0.49050465,-0.010861305,-0.23642506,0.51219404,-0.43074065,-0.019743035,0,A
-0.02085429,0.53306943,-0.55145574,-0.16963159,-0.024978867,0.9128871,0.24834523,-0.17217731,0.4878018,0.13118377,0.07719883,-0.120648384,0.55433184,0.5826727,0.09783775,-0.1983343,-0.4499124,-0.023903977,-0.36987847,0.34693784,-0.33615336,0.2713121,-0.71277356,-0.044764828,-0.38341403,0.05306433,0.18157631,-0.1369171,0.35121146,-0.06423263,0,1
-0.20105568,-0.62643135,0.12039863,0.49308777,-0.25304368,-0.4458379,0.65119535,-0.2330385,0.14599113,-0.4132457,0.3668008,-0.072622314,0.33522657,-0.018375732,-0.41962203,-0.2020756,0.7400578,-0.25706565,0.43684044,-0.295441,0.39465967,0.020921558,0.38151252,-0.3389369,0.3259037,-0.60767555,-0.24240282,0.1522499,0.12509313,-0.15890652,0,0
-0.092708446,-0.020627076,0.24813892,0.11666209,0.32659715,-0.15124696,0.804958,0.489728,-0.097215995,-0.12962541,0.24980323,0.3017508,0.7484593,-0.42361262,0.4147942,0.13143383,-0.5135328,-0.39846927,-0.23798695,-0.16878735,-0.49431404,0.6621405,0.4611867,-0.20646814,-0.08089118,0.1173793,0.09206279,-0.48886523,0.20384538,-0.18635723,0,B
0.16035421,-0.014288517,-0.18792598,0.34582162,0.5017472,-0.44046992,-0.07929446,0.069185495,-0.18860297,-0.5120091,-0.0714632,0.54419017,0.08001622,-0.6585043,-0.15866889,-0.52619976,0.37681288,0.22259884,0.017129462,-0.19099988,0.07269011,-0.26695532,0.021865875,-0.42063418,1.1571859,0.29047507,0.14591472,-0.10234786,0.27659458,0.08526622,0,H
0.67175096,0.47712058,0.027157072,0.40990546,-0.045548625,0.53588736,-0.21588202,-0.0051411022,-0.07440411,-0.34685153,-0.3310237,-0.105215535,0.40639472,-0.18671767,-0.086158894,0.18609451,0.22957921,-0.42764196,0.81877226,-0.48193067,-0.327365,-0.3350135,0.3693036,-0.020413697,0.05278986,0.53154546,-0.5496678,0.425982,0.24790657,0.05556818,0,P
-0.6586288,-0.0735766,0.95072085,-0.2222119,0.41605932,0.34350786,0.011692446,-0.03844956,0.28675103,-0.51050884,0.44766185,-0.1957571,-0.00017131923,0.4994235,-0.17618786,0.0958116,-0.30507714,0.24490403,0.02920864,-0.20399892,-0.4452213,-0.56799227,0.22297975,-0.3483653,0.10145749,-0.34373793,0.1594242,-0.025815606,0.56972253,-0.27760497,0,x
0.23320132,0.14661755,-0.08205749,0.3673535,0.08058851,-0.45808128,0.45077983,0.114982724,0.013766939,-0.47650102,0.9934237,0.0033734697,-0.13074832,-0.5125053,0.16498859,-0.03930411,0.28556573,-0.32099357,-0.6912307,-0.14545774,-0.18050392,-0.65652597,-0.44047904,-0.427886,-0.013205562,0.26502538,-0.43061197,-0.08472372,0.12037343,-0.1588952,0,I
-0.41377077,0.08679171,-0.063442804,-0.1729057,0.5764002,-0.005968176,0.04344516,0.1403527,0.73695064,0.11808728,-0.35675043,0.40493715,-0.15295738,0.10743129,-0.21590449,-0.3512687,-0.9375583,0.2813222,-0.10040038,0.4203461,-0.15268944,0.13009046,0.161794,-0.7668344,-0.059046645,-0.19680394,-0.23114431,0.38460976,-0.4668011,-0.34554383,0,W
-0.3716242,-0.24301343,-0.49236032,0.12844558,-0.46006414,0.5101416,-0.111251175,0.52611697,-0.33363146,-0.22366028,0.051040262,0.17212349,-0.34142002,-0.06631947,0.5207068,-0.48549944,-0.3191692,0.3762851,-0.27196974,0.36997133,-0.19118918,-0.24548042,0.26918384,0.28958938,0.10221261,-0.1070017,-0.70234966,0.3945562,-0.28790975,0.7072955,0,D
0.051780954,-0.04864474,0.42477095,-0.66441554,0.12932092,0.13302393,0.8161152,0.34763137,0.051999234,-0.22039637,0.3973993,0.317124,-0.08530612,0.22016324,0.6177545,0.24951714,-0.3491498,0.576064,0.13284096,0.031106524,0.17194073,0.39639825,0.28763488,-0.04064717,0.5500445,0.0939995,-0.56281704,-0.10442106,-0.59987617,-0.002893083,0,R
-0.54209477,0.1835016,-0.05696406,-0.6490279,-0.32360926,-0.03006201,-0.13426404,-0.11946331,0.45394486,0.009364251,-0.043075144,-0.34778428,0.5097123,0.59747225,0.190702,0.18079202,-0.3510139,0.39294302,-0.05678916,-0.41244018,0.9096764,0.06974758,-0.22779033,0.4066545,-0.34529388,0.11462577,0.3918707,-0.14424673,-0.016193148,0.5363567,0,F
-0.8380621,-0.26797938,-0.19062914,-0.5270287,-0.17033201,-0.3119827,-0.09242027,0.44182095,-0.6368162,-0.56289655,-0.18123367,-0.17227574,0.32544008,0.31415623,0.03670944,0.0659559,-0.11238779,-0.17696391,0.46687466,0.01992314,0.099050805,-0.6477322,0.12039157,0.31505513,0.37848946,0.26730192,0.010365041,0.2785105,-0.24807598,-0.6535075,0,L
-0.14474127,0.6389994,-0.15872303,-0.17145403,0.82905746,0.28972954,0.04272436,-0.30095145,-0.1828774,0.2968589,-0.4037799,-0.020795176,0.004271229,-0.39610228,0.52027,-0.117292866,-0.24443944,0.4188317,-0.21718904,0.5481549,-0.09147587,0.17556463,0.40971887,0.64779925,-0.09447698,0.43165118,0.1510474,-0.6478814,0.17986646,-0.21536937,0,G
-0.33333692,0.19418299,0.14251244,0.33386698,0.039010473,0.5311442,-0.0022362384,0.3161706,0.35276556,0.1425364,-0.22125217,0.18886289,0.6766651,-0.285573,-0.013457258,0.7869405,0.8410879,0.014803453,-0.20060939,0.52126455,0.071689405,-0.21948537,-0.1509867,0.24738052,0.018264608,-0.17183024,-0.06281095,-0.2499322,0.22902468,0.801182,0,J
-0.15886253,-0.018665321,-0.020039491,0.32464057,-0.9618876,0.32264173,-0.12892815,0.39048877,-0.2237132,-0.29836577,0.015381452,0.10242013,0.22176231,0.0362557,-0.36698416,-0.22119468,0.06277045,0.18762966,0.25455937,0.7927874,0.027000187,-0.40749818,-0.27381217,0.059644945,0.88089156,-0.18786569,-0.24748182,0.46675792,-0.27179408,-0.37984213,0,2
0.35820287,-0.31613544,0.06452857,-0.13234282,0.41601852,0.3081004,0.2644309,-0.20109653,0.524156,-0.5446739,0.5963879,0.40777063,-0.22656015,0.27519998,-0.106019035,-0.5993865,-0.18447219,0.28189385,-0.1735412,0.29080883,-0.12179247,0.21777245,0.240862,0.20799258,-0.24651878,-0.8550952,-0.19139472,-0.6335847,-0.14509638,-0.37146822,0,N
-0.41554156,-0.055273037,-0.091313474,-0.23218489,-0.38692364,0.24638766,-0.15520315,0.53514826,0.3363661,-0.04962939,-0.567621,0.54165256,0.46074334,0.43433785,0.25318158,-0.13248697,-0.3620425,-0.17028338,0.5685268,0.03748157,0.012866418,-0.03991771,-0.15029863,-0.123225994,-0.35542837,-0.8394859,-0.1305248,-0.783386,0.07379489,0.1894365,0,5
-0.31220838,-0.3703507,-0.33798575,-0.5046929,0.52187276,-0.0433312,-0.09104168,0.5101156,0.36198622,-0.34318075,-0.35002276,-0.56852645,0.08273018,0.76744795,-0.33634037,-0.047860544,0.009467131,0.46253264,0.35755193,-0.30599624,0.13788518,0.17794113,0.6044681,-0.14765821,0.66798395,-0.19652082,-0.078519054,0.034457747,0.0012805284,0.2869852,0,j
0.3881975,-0.8461648,-0.0291282,-0.5465513,-0.06352088,-0.1608929,-0.14556548,-0.32640058,0.0817532,-0.68581814,0.006860049,-0.122087725,-0.10667648,0.41736293,-0.13377334,-0.5136322,-0.062110826,-0.34508726,0.46299726,-0.21786942,0.52046436,0.15675557,-0.15125875,-0.18572292,-0.44685856,-0.17326765,0.43118843,-0.12315432,-0.6390906,0.37415254,0,9
0.47009912,-0.40477097,-0.2197291,0.27521962,-0.007538867,0.42620465,-0.54606605,0.39312908,0.48636535,0.47939432,0.8040373,-0.4447455,-0.08966012,-0.054995403,0.12043882,-0.40040094,-0.34971225,-0.058816317,-0.09545634,-0.14991488,0.18570904,-0.4439988,0.52049047,0.0678686,0.24225123,-0.11948853,-0.40103322,-0.3012609,0.18845528,-0.57932025,0,E
-0.0109926425,0.04115898,-0.01905061,0.17496689,0.48536527,0.75291866,0.20612372,0.27717173,0.30321592,0.6374484,-0.57554823,0.28004026,-0.3324032,0.123395294,-0.3692182,0.30616638,-0.007817698,0.029003559,-0.006511758,-0.047908183,-0.34228867,0.59908676,-0.90005285,0.0915454,0.15634911,0.2512987,0.041230936,-0.18275888,-0.17978774,-0.5734907,0,O
-0.04617935,-0.06870285,-0.09479281,-0.59601444,-0.39993584,-0.481178,0.29467937,0.55293214,-0.4446206,0.4086528,-0.19385609,0.3272798,0.35740477,-0.2811958,0.21880093,0.6011811,0.77591264,0.124748684,-0.02008026,-0.09287708,-0.38560095,0.47662082,0.30038074,0.18137492,-0.003756711,-0.45597515,-0.10095806,0.14847237,-0.37968817,0.45766637,0,q
-0.3656885,-0.45865247,0.50891095,0.061061088,-0.27166185,-0.16965194,-0.42056513,-0.6081823,-0.3777348,0.22139864,0.107294284,-0.16503082,-0.13426061,0.17810956,-0.32647058,-0.01528946,0.1579616,0.26174584,0.4037088,-0.20643216,-0.084251136,0.17844525,-0.33973217,-0.16298307,0.33740854,-0.79507333,0.90485096,-0.5331221,0.1661791,0.016672175,0,K
-0.6970572,-0.23287354,0.5269752,0.4910577,-0.3206132,-0.3513927,-0.3200172,-0.31302458,-0.64389205,-0.14326803,-0.18105215,0.016962005,-0.24182898,-0.16041398,0.2967667,0.29055098,-0.38503134,-0.5906663,-0.28228438,-0.17643376,-0.038199704,-0.30115062,0.47927338,0.20831843,0.41752958,0.07042849,0.6885861,0.26450372,-0.30242345,0.037643537,0,3
-0.28445894,0.33511314,0.33689985,-0.10163234,0.05788908,-0.8818873,0.31588876,-0.34184876,-0.096773766,-0.072168685,0.6423148,-0.13228439,0.105539225,-0.17625861,0.04754391,-0.39995006,-0.39644894,0.5412172,0.7617099,0.32286745,-0.043367174,-0.008252574,-0.20483921,0.33811352,-0.40930328,-0.3652549,0.58348244,-0.061826568,-0.29125547,-0.11556598,0,6
0.5076825,0.15581447,0.19678766,0.06022743,-0.10534777,0.3288514,0.31447864,0.3913111,-0.039310217,-0.46670172,0.42519796,-0.3077405,0.5839754,-0.40524355,0.32415557,-0.4477909,-0.608662,-0.13560142,0.5275716,-0.67885923,-0.6528631,-0.3150734,0.15493004,0.083661444,-0.38539463,-0.16464476,0.21474871,-0.050305218,-0.29253364,-0.065307066,0,z
-0.31533602,-0.06997213,0.72095805,0.2590465,0.10835009,-0.3035532,0.595059,0.09543945,0.0059457724,-0.15142967,0.057040714,-0.033225793,0.21514753,0.19229789,0.52383184,-0.0059310165,-0.29378793,0.05059252,0.22630276,-0.026470395,-0.69863284,-0.10799443,0.23821364,0.5700342,-0.42979294,0.7211103,-0.69710654,0.21817036,-0.40356576,0.18249522,0,;
-0.4979601,0.22364794,0.121776156,0.147368,0.17505482,0.6079901,0.1646453,0.2556375,-0.21643753,-0.7782866,0.5391375,-0.0004830199,0.33108082,-0.654354,0.3726245,0.1127707,0.51491,0.3759676,0.049402595,0.2101219,0.09102212,-0.0012082012,0.7545123,0.051142864,0.42982456,0.37669858,0.33421618,-0.12806948,0.22374824,0.04503388,0,4
-0.19512782,0.45467877,-0.6702694,0.16147922,0.29511705,0.5260129,-0.5781143,-0.3720614,-0.37823522,0.1431992,-0.036298353,-0.6413732,0.18799506,-0.18200818,-0.12704201,0.013849238,-0.25860018,0.10699086,0.14197536,0.26109952,-0.641902,0.2190229,-0.40741566,0.24025401,0.5039682,0.3461626,-0.089710504,-0.5491883,0.44322085,0.22824904,0,U
-0.38767642,-0.12427729,0.3540033,-0.39570954,0.05502643,0.3514793,0.28051397,0.032512575,-0.006021083,0.18210047,-0.3705425,-0.63711286,-0.5457804,-0.5369903,-0.17488183,-0.03917442,0.84349036,-0.30243385,0.25198317,0.020473376,0.24730435,-0.6675583,-0.13464655,-0.17154603,-0.18902807,-0.15835269,0.111475214,0.38251963,0.56350434,-0.4392974,0,7
-0.15154207,0.054907203,0.5497219,-0.21347277,0.15504876,-0.38855934,-0.5213741,-0.219168,-0.3067694,0.07509322,-0.34206855,-0.56319624,-0.47102788,0.12074276,0.37205786,-0.28560144,0.0790753,-0.38134122,0.036133006,-0.13888772,0.2587913,-0.24268131,-0.88902694,0.23564906,0.42336097,0.1009018,-0.26294667,0.69368625,0.053729016,-0.50428385,0,8
-0.15573263,0.6559972,0.23198043,-0.42956373,-0.24973801,-0.021550212,0.7236419,-0.01626434,-0.64572465,0.27347806,-0.04669448,0.3916659,-0.065819256,0.23164114,0.43037048,-0.016515344,0.61993253,0.43357208,-0.364525,0.1177907,0.28851452,0.35012236,-0.59897697,0.22009994,0.15793172,-0.22035615,0.07414298,0.0716892,-0.36770266,-0.52731967,0,$
-0.06709254,-0.8721837,-0.048587367,-0.08699304,-0.05668244,0.24750149,-0.110557534,-0.5616352,-0.30455205,-0.086895496,0.0928315,-0.1358967,-0.5519926,-0.5104022,0.50407207,0.017945074,-0.16920641,0.58917624,-0.3864425,-0.103172384,-0.12206337,0.18692252,0.14501819,-0.8621233,0.5780286,-0.2819446,-0.20868991,-0.012508166,-0.1979259,-0.19842495,0,:
0.35583052,-0.086304426,0.49934235,-0.12581316,0.42112526,0.28148073,-0.008275123,-0.17616935,-0.14216454,0.36841393,-0.27702525,0.21057796,-0.75217223,0.7185363,0.47759038,0.22468588,0.07768156,0.30885434,0.10226044,0.22794104,-0.19383854,0.39011255,0.406949,0.69611704,-0.3615568,-0.12364567,0.121823475,0.5607751,-0.3207913,-0.3056259,0,)
-0.56069267,-0.22466125,0.83860946,-0.09250257,0.007034129,-0.030882368,0.21941857,-0.41748446,0.054624494,-0.25783965,-0.3829444,0.21384382,-0.29027715,-0.5863972,-0.06656885,0.22252515,0.57255054,-0.41524473,-0.25266448,-0.2891114,0.71965134,-0.49012303,0.31625202,-0.27205047,-0.26826286,-0.080419086,0.15708496,0.097040325,0.3607372,-0.36538637,0,(
